Detail_URL,Name,Item#,Price,Image,Detail,Why we love it,Benefits,Directions,Ingredients,Facebook,Twitter,Reviews
https://www.beautybrands.com/product/tarte+maracuja+juicy+glow+tint.do,Tarte Maracuja Juicy Glow Tint,26771,"USD,40.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/26771_default.tif&wid=1000=&cvt=jpeg,"Spread your wings & glow with maracuja juicy glow, AKA the tint that broke the internet.","This weightless long-wear skin tint leaves skin looking smoother and softer with a natural, healthy glow."," Tarte Maracuja Juicy Glow Tint is a medium flexible coverage foundation for glazed, juicy skin. This skin tint delivers a dewy-radiant finish for a 16 hour soft-focus glow. Benefits: - medium flexible coverage - dewy-radiant finish for a 16-hr soft-focus glow - 91% naturally derived ingredients like hyaluronic acid, maracuja & 10+ superfruits drench skin in juicy hydration & help improve the look of bare skin - encapsulated maracuja spheres create natural dewiness, so skin looks firmer, brighter & smoother - antioxidant-rich - illuminating flower extract delivers a next-level glow & blurs the look of pores & fine lines - vegan - 16-hour longwear - waterproof - dermatologist tested - formulated without parabens, mineral oil, phthalates, triclosan, sodium lauryl sulfate, gluten Clinical results*: - 100% said it feels comfortable & weightless on my skin - 100% said my skin looks & feels moisturized - 97% said it gave my skin a natural, healthy glow - 97% said my skin looks smoother *based on a clinical & consumer panel study of 32 subjects  ","Squeeze a dime-sized amount onto back of hand & dot evenly onto face. Using a dense brush or fingers, blend in circular motions, starting at the center of the face & blending outward. Wear with Creaseless Concealer for added coverage.","Water/Aqua/Eau, C15-19 alkane, isoamyl laurate, mica, glycerin, propanediol, squalane, cetyl PEG/PPG-10/1 dimethicone, polydecene, hydrogenated styrene/isoprene copolymer, sodium chloride, caprylic/capric triglyceride, passiflora edulis seed oil, passiflora incarnata fruit extract, hoya lacunosa flower extract, sodium hyaluronate, vitis vinifera (grape) seed oil, citrullus lanatus (watermelon) fruit extract, citrus limon (lemon) fruit extract, euterpe oleracea fruit extract, fragaria vesca (strawberry) fruit extract, lycium barbarum fruit extract, malpighia punicifolia (acerola) fruit extract, prunus persica (peach) fruit extract, punica granatum fruit extract, vaccinium angustifolium (blueberry) fruit extract, vaccinium macrocarpon (cranberry) fruit extract, tocopherol, tocopheryl acetate, disteardimonium hectorite, hydroxyacetophenoneisostearate, cetyl dimethicone/bis-vinyldimethicone crosspolymer, 1,2-hexanediol, caprylyl glycol, trisodium ethylenediamine disuccinate, triethoxycaprylylsilane, tin oxide, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, titanium dioxide (CI 77891), iron oxides (CI 77491, CI 77492, CI 77499).",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/tarte+maracuja+juicy+glow+tint.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=Tarte Maracuja Juicy Glow Tint&url=www.beautybrands.com/product/tarte+maracuja+juicy+glow+tint.do,0
https://www.beautybrands.com/product/drybar+money+maker+flexible+hold+hairspray.do,Drybar Money Maker Flexible Hold Hairspray,26667,"USD,28.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/26667_default.tif&wid=1000=&cvt=jpeg,"Light, flexible-hold hairspray is brushable, touchable, long-lasting and never flaky.","This go-to everyday hairspray provides flexible, natural-looking hold."," The flexible blowout finisher. Shake your money maker! Pliable Polymers provide flexible hold that never flakes. Prune Oil lightly conditions, adds shine and fights humidity. Features Drybar's Original scent with notes of jasmine, sandalwood and Madagascar vanilla. Benefits: - Light, flexible-hold hairspray - Brushable, touchable hold - Long-lasting and never flaky - Lightly conditions - Adds shine - Fights humidity   ","Shake well. Spray 8-10'' (20-25 cm) from hair and allow to set. Or, spray directly onto hands and finger-comb through hair.","Alcohol Denat., Hydrofluorocarbon 152A, Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer, Parfum (Fragrance), Cyperus Esculentus Root Oil, Phytantriol, Prunus Insititia Seed Oil, Rhodiola Rosea Root Extract, Citrus Junos Seed Extract, Butylene Glycol, Pentylene Glycol, Glycerin, Octyldodecyl Ricinoleate, Ethylhexyl Methoxycinnamate, Panthenol, Aminomethyl Propanol, Acetyl Triethyl Citrate, Aqua (Water, Eau), PEG/PPG-17/18 Dimethicone, Phenyl Trimethicone, Octadecyl Di-T-Butyl-4-Hydroxyhydrocinnamate, BHT, Linalool, Alpha-Isomethyl Ionone, Eugenol.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/drybar+money+maker+flexible+hold+hairspray.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=Drybar Money Maker Flexible Hold Hairspray&url=www.beautybrands.com/product/drybar+money+maker+flexible+hold+hairspray.do,25
https://www.beautybrands.com/product/drybar+triple+sec+3-in-1+finishing+spray%2C+blanc+scent.do,"Drybar Triple Sec 3-in-1 Finishing Spray, Blanc Scent",26665,"USD,29.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/26665_default.tif&wid=1000=&cvt=jpeg,"3-in-1 formula texturizes, amplifies and refreshes hair. This airy dry spray provides instant texture, volume and body for a tousled, sexy look.","Adds volume, texture, and keeps style fresh all day."," The instant volume and texture refresher! Crystal Clear Microporous Minerals (Zeolite) add matte texture, create separation for fuller styles and absorb light oils. Features Drybar's Blanc scent with notes of doconut water, muguet, and coconut. Great for all hair types. Benefits: - Amplifies and refreshes hair - Adds matte texture - Creates separation for fuller styles - Absorbs light oils - Great for all hair types   ","Shake extremely well. Spray 4-6"" (10-15 cm) from dry hair for texture, volume and light hold. For added fullness, spray with head upside-down. As a final step, spray onto styled hair.","Hydrofluorocarbon 152A, Dimethyl Ether, Alcohol Denat., VP/VA Copolymer, Parfum (Fragrance), Zeolite, Aluminum Starch Octenylsuccinate, Glycerin, Aqua (Water, Eau), PEG-12 Dimethicone, C12-15 Alkyl Benzoate, Ethylhexyl Methoxycinnamate, Silicone Quaternium-3, Trideceth- 12, Polyquaternium-59, Butylene Glycol, BHT, Coumarin.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/drybar+triple+sec+3-in-1+finishing+spray%2C+blanc+scent.do&src=sdkpreparse,"https://twitter.com/intent/tweet?text=Drybar Triple Sec 3-in-1 Finishing Spray, Blanc Scent&url=www.beautybrands.com/product/drybar+triple+sec+3-in-1+finishing+spray%2C+blanc+scent.do",40
https://www.beautybrands.com/product/beekman+1802+pure+goat+milk+hand+cream.do,Beekman 1802 Pure Goat Milk Hand Cream,26743,"USD,15.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/26743_default.tif&wid=1000=&cvt=jpeg,Simple pleasures don t get much better than this simple yet effective fragrance-free formula that combines botanical extracts with softening goat milk to moisturize skin for pure hydration. Perfect for sensitive skin. Available in 2 sizes.,"Goat milk has healing properties to keep skin nourished, smooth, and incredibly soft."," Sometimes we don't need our hand lotion to have all the bells and whistles. We just need a cream that will moisturize our hands regardless of whatever farm chores we need to do. Goat milk has been used for centuries as a cure-all natural remedy for skin conditions such as eczema and psoriasis thanks to its deeply nourishing properties. Not only is goat milk rich in lactic acid, which helps it to exfoliate dead skin cells and reveal a new layer, but it contains the same pH as human skin, which helps to keep the microbiome of your skin well-balanced and prevent visible signs of irritation, sensitivity, and premature aging. Benefits: - Combines botanical extracts with softening goat milk for pure hydration - Perfect for sensitive skin - Helps exfoliate dead skin cells and prevent visible signs of aging and irritation - Fragrance-free  ",Apply generously to your hands as needed.,"Water (Aqua), Glycerin, Glyceryl Stearate, Isopropyl Palmitate, Cetearyl Alcohol, Cetyl Alcohol, Butyrospermum Parkii (Shea) Butter, Caprae Lac (Goat Milk), Simmondsia Chinensis (Jojoba) Seed Oil, C13-15 Alkane, Caprylyl Glycol, Caprylic/Capric Triglyceride, Carbomer, Caprylhydroxamic Acid, Panthenol, Sodium Hydroxide, Sodium Ascorbyl Phosphate...and Kindness.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/beekman+1802+pure+goat+milk+hand+cream.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=Beekman 1802 Pure Goat Milk Hand Cream&url=www.beautybrands.com/product/beekman+1802+pure+goat+milk+hand+cream.do,130
https://www.beautybrands.com/product/cnd+vinylux+weekly+polish+-+darks.do,CND Vinylux Weekly Polish - Darks,10015,"USD,11.90",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/10015_default.tif&wid=1000=&cvt=jpeg,"CND Vinylux Weekly Polish creates beautiful, long-wearing nail color with an innovative formula and quick application!,Size:, 0.5 oz",Chipped nails leaving you trapped in the dark? See the light with dark nail lacquers for a long-lasting look., CND Vinylux Weekly Polish makes it easy to get long-wear nail color right at home! Vinylux Weekly Polish uses a two part mechanism to create adhesion without staining the natural nail. The first part is the adhesion promoters in the color coat making the color self-adhering without a base coat. The second part is the fast drying formula which is designed to further lock in the pigments on a more permanent basis as the color layer forms a film. This stops any transport of the pigment down to the nail. Healthy nails without delamination or drying issues will maximize wear for one week. Vinylux Weekly Polish can be paired with the matching Shellac color for touch ups and toes. The CND Vinylux Weekly Top Coat must be used with the Vinylux Weekly nail colors. CND Vinylux Weekly Top Coat has innovative Pro-light technology with photo initiators and becomes more durable with exposure to natural light. Features: - Long-wear color - Self-adhering - no base coat needed - Natural nails will not stain - No lamp needed for curing - Pair with matching CND Shellac colors for touch ups and toes - Must be used with CND Vinylux Weekly Top Coat  ,Use VINYLUX as a System: start with Vinylux Color and always use Vinylux Weekly Top Coat.,,https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/cnd+vinylux+weekly+polish+-+darks.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=CND Vinylux Weekly Polish - Darks&url=www.beautybrands.com/product/cnd+vinylux+weekly+polish+-+darks.do,530
https://www.beautybrands.com/product/opi+plumping+top+coat.do,OPI Plumping Top Coat,16751,"USD,14.50",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/16751_default.tif&wid=1000=&cvt=jpeg,"OPI Plumping Top Coat builds instant volume to plump nails and provides a high-gloss finish., Size: 0.5 oz",Get the Gel Look at home with this plumping top coat.," The OPI Plumping Top Coat makes nails look thicker and stronger while providing a high gloss, protective shine. Prolongs manicure wear and protects against chipping while preventing nails from yellowing and staining. Features: - 0.5 oz - Makes nails look thicker and stronger - Provides a high gloss, protective shine - Prolongs manicure wear - Protects against chipping - Prevents nails from yellowing and staining  ",,,https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/opi+plumping+top+coat.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=OPI Plumping Top Coat&url=www.beautybrands.com/product/opi+plumping+top+coat.do,1
https://www.beautybrands.com/product/drybar+southern+belle+volume-boosting+root+lifter.do,Drybar Southern Belle Volume-Boosting Root Lifter,26666,"USD,29.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/26666_default.tif&wid=1000=&cvt=jpeg,Ultra-plumping spray foam targets roots for instant lift. Increases volume by 99%!,This root lifter delivers great volume without being too heavy.," Get ready to raise the root! Saw Palmetto Extract energizes follicles and helps promote fuller-looking hair. Acacia Senegal Gum boosts body. Vegetable Proteins help add strength and structure. Great for fine hair and all hair in need of additional volume and body. Features Drybar's Lush scent with notes of violet, sandalwood and musk. Benefits: - Targets roots for instant lift - Promotes fuller-looking hair - Adds strength and structure - For fine hair and all hair in need of additional volume and body   ",Shake well. Spray into damp hair at the roots and gently massage until foam disappears. Blow-dry as usual.,"Aqua (Water, Eau), Hydrofluorocarbon 152A, Butane, Corn Starch Modified, Hydrolyzed Pea Protein, Centella Asiatica Extract, Bambusa Vulgaris Leaf/Stem Extract, Glycerin, Biotin, PVP, Polyquaternium-4, Maltodextrin/VP Copolymer, Ethylhexylglycerin, Cocamidopropyl Betaine, PPG-5-Ceteth-20, Polysorbate 20, Phenoxyethanol, Caprylyl Glycol, Potassium Sorbate, Hexylene Glycol, Butylene Glycol, Sodium Chloride, Sodium Benzoate, Sorbic Acid, Parfum (Fragrance), Hexyl Cinnamal, Linalool, Alpha-Isomethyl Ionone, Citral.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/drybar+southern+belle+volume-boosting+root+lifter.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=Drybar Southern Belle Volume-Boosting Root Lifter&url=www.beautybrands.com/product/drybar+southern+belle+volume-boosting+root+lifter.do,26
https://www.beautybrands.com/product/rusk+deepshine+repair+shampoo.do,Rusk Deepshine Repair Shampoo,26643,"USD,29.98",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/26643_default.tif&wid=1000=&cvt=jpeg,"Rusk Deepshine Color Repair Sulfate-Free Shampoo repairs, restores, nourishes, and strengthens damaged hair.","Transform coarse, frizzy, damaged, and over-processed hair for smooth, nourished locks with a healthy shine.", This sulfate-free shampoo restores and nourishes damaged hair. Contains a patented UV-absorbing technology to protect hair color. Benefits: - Repairs and restores damaged hair - Nourishes and strengthens hair - Made with nourishing marine botanicals and UV-absorbing technology to protect color  ,"Apply to evenly wet hair. Lather thoroughly, rinse.","Water, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Sodium Cocoyl Isethionate, Sodium Lauroamphoacetate, Sodium Cocoyl Taurate, Sodium Lauryl Sulfoacetate, Polysorbate-20, Polyquaternium-22, PEG-150 Distearate, Steareth-4, Sodium Cocoyl Gylcinate, Polyquaternim-55, Tetrasodium EDTA, Quaternium-95, Propanediol, Hydrolyzed Keratin, Linoleamidopropyl PG-Dimonium Chloride Phosphate Dimethicone, Tocopheryl Acetate, Hydrolyzed Rhodophycea Extract, Butylene Glycol, Hypnea Musciformis Extract, Fragrance, DMDM Hydantoin, Iodopropynyl Butylcarbamate, Citric Acid, PPG-2 Hydroxyethyl Cocamide, Amyl Cinnamal, Butylphenyl Methylpropional, Coumarin, Hexyl Cinnamal, Limonene, Linalool, BCC12-Base.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/rusk+deepshine+repair+shampoo.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=Rusk Deepshine Repair Shampoo&url=www.beautybrands.com/product/rusk+deepshine+repair+shampoo.do,53
https://www.beautybrands.com/product/drybar+triple+sec+3-in-1+finishing+spray%2C+lush+scent.do,"Drybar Triple Sec 3-in-1 Finishing Spray, Lush Scent",26676,"USD,29.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/26676_default.tif&wid=1000=&cvt=jpeg,"3-in-1 formula texturizes, amplifies and refreshes hair. This airy dry spray provides instant texture, volume and body for a tousled, sexy look.","Adds volume, texture, and keeps style fresh all day."," The instant volume and texture refresher! Crystal Clear Microporous Minerals (Zeolite) add matte texture, create separation for fuller styles and absorb light oils. Features Drybar's Lush scent with notes of violet, sandalwood and musk. Great for all hair types. Benefits: - Amplifies and refreshes hair - Adds matte texture - Creates separation for fuller styles - Absorbs light oils - Great for all hair types   ","Shake extremely well. Spray 4-6"" (10-15 cm) from dry hair for texture, volume and light hold. For added fullness, spray with head upside-down. As a final step, spray onto styled hair.","Hydrofluorocarbon 152A, Dimethyl Ether, Alcohol Denat., VP/VA Copolymer, Parfum (Fragrance), Zeolite, Aluminum Starch Octenylsuccinate, Glycerin, Aqua (Water, Eau), PEG-12 Dimethicone, C12-15 Alkyl Benzoate, Ethylhexyl Methoxycinnamate, Silicone Quaternium-3, Trideceth- 12, Polyquaternium-59, Butylene Glycol, BHT, Coumarin.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/drybar+triple+sec+3-in-1+finishing+spray%2C+lush+scent.do&src=sdkpreparse,"https://twitter.com/intent/tweet?text=Drybar Triple Sec 3-in-1 Finishing Spray, Lush Scent&url=www.beautybrands.com/product/drybar+triple+sec+3-in-1+finishing+spray%2C+lush+scent.do",40
https://www.beautybrands.com/product/flutterhabit+the+happy+%28medium%29+6-pack.do,FlutterHabit The Happy (Medium) 6-Pack,25372,"USD,29.99",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/25372_default.tif&wid=1000=&cvt=jpeg,"Achieve a mid-length and classic lash look at home with these easy-to-apply, lightweight, under-lash extensions.","It's all in the name: a classic, mid-length set of lashes to elevate any eye shape."," FlutterHabit lashes are specially designed to make the coveted look and ""I-woke-up-like-this"" convenience of eyelash extensions attainable at home. Specifically designed for an under-lash application method, FlutterHabit lashes come in four easy-to-apply, lightweight segments per eye. While all of FlutterHabit's lash styles provide a natural extensions-esque effect, The Happy Medium are a mid-length style that provide a full and classic look. When paired with FlutterHabit's Made For This Adhesive, these lashes will last 5 days. Features: - A length that falls between FlutterHabit's Originals and Shorties for a mid-length, classic look - Doll-eye shape - Handmade and designed to be fluffy and full - Natural look and feel - Includes 6 sets of lashes, each lasting up to 5 days - Adhesive sold separately  ",,,https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/flutterhabit+the+happy+%28medium%29+6-pack.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=FlutterHabit The Happy (Medium) 6-Pack&url=www.beautybrands.com/product/flutterhabit+the+happy+%28medium%29+6-pack.do,1
https://www.beautybrands.com/product/hot+tools+black+gold+1+1-2%22+digital+curling+iron.do,"Hot Tools Black Gold 1 1/2"" Digital Curling Iron",26639,"USD,84.99",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/26639_default.tif&wid=1000=&cvt=jpeg,"Hot Tools Digital Curling Iron made with propreitary BALCK GOLD styling surface for extra smooth, shiny styles.",," The pro-grade Hot Tools Black Gold Digital Salon Curling Iron has a new modern look. With its sleek design and ergonomic handle, you can style with ease. Plus, it heats up quickly for fast, long-lasting curls. Its advanced Black Gold styling surface leaves your locks smooth and shiny even at high heats. Variable heat settings (up to 455 F) and Pulse Technology ensure professional results. - ¾"" Barrel helps you create spiral curls and bouncy waves - 1"" Barrel is ideal for full curls and defined waves - 1 ¼"" helps you create medium loose curls and tousled waves - 1 ½"" is ideal for creating loose, voluminous curls and waves Benefits: - Variable Settings up to 455 F - Universal Dual Voltage - 9FT. Cord - Lifetime Limited Warranty  ",,,https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/hot+tools+black+gold+1+1-2%22+digital+curling+iron.do&src=sdkpreparse,"https://twitter.com/intent/tweet?text=Hot Tools Black Gold 1 1/2"" Digital Curling Iron&url=www.beautybrands.com/product/hot+tools+black+gold+1+1-2%22+digital+curling+iron.do",200
https://www.beautybrands.com/product/hot+tools+black+gold+1%22+digital+curling+iron.do,"Hot Tools Black Gold 1"" Digital Curling Iron",26637,"USD,84.99",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/26637_default.tif&wid=1000=&cvt=jpeg,"Hot Tools Digital Curling Iron made with propreitary BALCK GOLD styling surface for extra smooth, shiny styles.",," The pro-grade Hot Tools Black Gold Digital Salon Curling Iron has a new modern look. With its sleek design and ergonomic handle, you can style with ease. Plus, it heats up quickly for fast, long-lasting curls. Its advanced Black Gold styling surface leaves your locks smooth and shiny even at high heats. Variable heat settings (up to 455 F) and Pulse Technology ensure professional results. - ¾"" Barrel helps you create spiral curls and bouncy waves - 1"" Barrel is ideal for full curls and defined waves - 1 ¼"" helps you create medium loose curls and tousled waves - 1 ½"" is ideal for creating loose, voluminous curls and waves Benefits: - Variable Settings up to 455 F - Universal Dual Voltage - 9FT. Cord - Lifetime Limited Warranty  ",,,https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/hot+tools+black+gold+1%22+digital+curling+iron.do&src=sdkpreparse,"https://twitter.com/intent/tweet?text=Hot Tools Black Gold 1"" Digital Curling Iron&url=www.beautybrands.com/product/hot+tools+black+gold+1%22+digital+curling+iron.do",200
https://www.beautybrands.com/product/opi+crystal+file.do,OPI Crystal File,9856,"USD,12.95",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/9856_default.tif&wid=1000=&cvt=jpeg,OPI Crystal File prevents chipping and peeling with its uniquely hardened glass surface.,"""Meet the last nail file you will ever buy! This is made of crystal glass and it never wears! I've had mine for years."" MCFancyPants, TX", OPI Crystal File prevents chipping and peeling with its uniquely hardened glass surface. It contains ultra-fine-textured grit that is ideal for natural nails. Features: - Prevents chipping and peeling - Uniquely hardened glass surface - Contains ultra-fine-textured grit - Ideal for natural nails  ,,,https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/opi+crystal+file.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=OPI Crystal File&url=www.beautybrands.com/product/opi+crystal+file.do,6
https://www.beautybrands.com/product/drybar+hot+toddy+heat+protectant+mist%2C+coconut+colada+scent.do,"Drybar Hot Toddy Heat Protectant Mist, Coconut Colada Scent",26669,"USD,29.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/26669_default.tif&wid=1000=&cvt=jpeg,"Lightweight spray protects dry hair from heat styling with curling, straightening and styling irons.","Keep hair shiny, smooth, and frizz-free while protecting from heat and humidity."," Treat before you heat! Marula Oil coats hair strands to help reduce damage from heat with a satin, frizz-free finish. Fire Tulip Extract helps protect against heat, leaving hair looking healthy and restored. Heat-Activated Rice Protein strengthens hair to help protect it against the drying and damaging effects of heat styling. UV Protectors shield hair from UVA and UVB rays and excessive heat that cause dryness and color fading. Protects dry hair from heat up to 450°F (232°C). Features Drybar's Coconut Colada scent with notes of coconut water, muguet, and coconut. Great for all hair types. Benefits: - Helps reduce damage from heat - Satin, frizz-free finish - Leaves hair looking healthy and restored - Strengthens hair - Prevents dryness and color fading - Shields hair from UVA and UVB rays   ",Shake well. Lift sections of dry hair and spray throughout before using hot tools.,"Hydrofluorocarbon 152A, Alcohol Denat., Disiloxane, Propylene Glycol Dibenzoate, PPG-3 Benzyl Ether Myristate, Spathodea Campanulata Flower Extract, Sclerocarya Birrea Seed Oil, Hydrolyzed Rice Protein, Glycerin, Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer, Fragrance (Parfum), PPG-12 Dimethicone, , Aqua (Water, Eau), Butylene Glycol, Polyquaternium-59, Potassium Sorbate, Aminomethyl Propanol, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Sorbic Acid, Benzyl Alcohol, Sodium Benzoate, Coumarin.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/drybar+hot+toddy+heat+protectant+mist%2C+coconut+colada+scent.do&src=sdkpreparse,"https://twitter.com/intent/tweet?text=Drybar Hot Toddy Heat Protectant Mist, Coconut Colada Scent&url=www.beautybrands.com/product/drybar+hot+toddy+heat+protectant+mist%2C+coconut+colada+scent.do",48
https://www.beautybrands.com/product/cnd+super+shiney+top+coat.do,CND Super Shiney Top Coat,26615,"USD,12.50",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/26615_default.tif&wid=1000=&cvt=jpeg,"The name says it all! The Super Shiney top coat gives a super-hard, long-lasting finish that resists scratches and shines bright.",," The name says it all! The Super Shiney top coat gives a super-hard, long-lasting finish that resists scratches and shines bright. Benefits: - Improves nail color wearability - Prevents color peeling and chipping - Longlasting finish that resists scratches - High gloss finish  ",,,https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/cnd+super+shiney+top+coat.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=CND Super Shiney Top Coat&url=www.beautybrands.com/product/cnd+super+shiney+top+coat.do,0
https://www.beautybrands.com/product/cnd+vinylux+weekly+polish+-+blues.do,CND Vinylux Weekly Polish - Blues,21105,"USD,11.90",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/21105_default.tif&wid=1000=&cvt=jpeg,"CND Vinylux Weekly Polish creates beautiful, long-wearing nail color with an innovative formula and quick application!",, CND Vinylux Weekly Polish makes it easy to get long-wear nail color right at home! Vinylux Weekly Polish uses a two part mechanism to create adhesion without staining the natural nail. The first part is the adhesion promoters in the color coat making the color self-adhering without a base coat. The second part is the fast drying formula which is designed to further lock in the pigments on a more permanent basis as the color layer forms a film. This stops any transport of the pigment down to the nail. Healthy nails without delamination or drying issues will maximize wear for one week. Vinylux Weekly Polish can be paired with the matching Shellac color for touch ups and toes. The CND Vinylux Weekly Top Coat must be used with the Vinylux Weekly nail colors. CND Vinylux Weekly Top Coat has innovative Pro-light technology with photo initiators and becomes more durable with exposure to natural light. Features: - Long-wear color - Self-adhering - no base coat needed - Natural nails will not stain - No lamp needed for curing - Pair with matching CND Shellac colors for touch ups and toes - Must be used with CND Vinylux Weekly Top Coat  ,Use VINYLUX as a System: start with Vinylux Color and always use Vinylux Weekly Top Coat.,,https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/cnd+vinylux+weekly+polish+-+blues.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=CND Vinylux Weekly Polish - Blues&url=www.beautybrands.com/product/cnd+vinylux+weekly+polish+-+blues.do,550
https://www.beautybrands.com/product/opi+infinite+conditioning+base+coat+primer.do,OPI Infinite Conditioning Base Coat Primer,21798,"USD,19.95",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/21798_default.tif&wid=1000=&cvt=jpeg,"Nail conditioning treatment that works as a base coat, helping to make nails feel conditioned, moisturized and hydrated.",OPI Infinite Shine Base Coat Primer is a 2-in-1: this serves as a treatment for your nails as well as a primer of your lacquer!," Infinite Shine Treatment Primer Base Coats feature nutrient-enriched formulas designed to address the most common nail concerns. Nail conditioning treatment that works as a base coat, helping to make nails feel conditioned, moisturized and hydrated, infused with antioxidant-rich lotus flower oil and bamboo extract. Conditions, hydrates, and moisturizes nails. Size: 0.5 Oz  ",Step 1. Apply one coat of the Treatment Primer Base to prepared nails.,"Butyl Acetate, Ethyl Acetate, Polyvinyl Butyrate, Tosylamide/Epoxy Resin, Acetyl Tributyl Citrate, Silica, n-Butyl Alcohol, Microcrystalline Cellulose, Hydrogenated Castor Oil/Sebacic Acid Copolymer, Benzophenone-1, Tocopheryl Acetate, Aqua/Water/Eau, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Propylene Glycol, Moringa Oleifera Seed Oil, Quartz, Bambusa Vulgaris Extract, Potassium Sorbate, Nelumbo Nucifera Flower Extract, Sorbic Acid, Phosphoric Acid, Tocopherol, CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides), CI 19140 (Yellow 5).",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/opi+infinite+conditioning+base+coat+primer.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=OPI Infinite Conditioning Base Coat Primer&url=www.beautybrands.com/product/opi+infinite+conditioning+base+coat+primer.do,0
