Detail_URL,Name,Item#,Price,Image,Detail,Why we love it,Benefits,Directions,Ingredients,Facebook,Twitter,Reviews
https://www.beautybrands.com/product/living+proof+full+conditioner.do,Living Proof Full Conditioner,25418,"USD,32.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/25418_default.tif&wid=1000=&cvt=jpeg,"Set the foundation for fuller hair with this lightweight conditioner engineered to add moisture and volume, leaving it fuller, softer, and shinier.","Thin, flat hair got you down? Use this weightless hydrator to get fuller-looking locks."," Living Proof Full Conditioner provides balanced conditioning for bouncy, fuller-looking hair. This detangling conditioner adds softness and shine without the extra weight for hair that looks like it s naturally fuller. Benefits: - Repairs surface damage for healthier-looking hair - Strengthens and detangles while helping to prevent the formation of split ends - Reduces the damaging effects from thermal and environmental aggressors - Reduces static charge associated with fine and/or thin hair - Gives hair 2x the volume* *Based on laboratory testing of Full Shampoo + Conditioner vs. untreated  ","Start with Full Shampoo. Then apply Full Conditioner, spread through hair and rinse.","Water/Eau/Aqua, Cetyl Alcohol, Behentrimonium Chloride, C13-15 Alkane, Polyglyceryl-3 Methylglucose Distearate, Amaranthus Caudatus Seed Extract, Dioleoylethyl Hydroxyethylmonium Methosulfate, Caprylyl Glycol, Ethyl Lauroyl Arginate HCl, Phytantriol, Furcellaria Lumbricalis Extract, Hydroxyacetophenone, Guar Hydroxypropyltrimonium Chloride, Glycerin, Sunflower Seed Oil Glycerides, Hydroxyethylcellulose, Hydroxypropyl Methylcellulose, Citric Acid, Fragrance/Parfum, Linalool, Hexyl Cinnamal, Citronellol, Limonene.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/living+proof+full+conditioner.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=Living Proof Full Conditioner&url=www.beautybrands.com/product/living+proof+full+conditioner.do,1
https://www.beautybrands.com/product/igk+good+behavior+4-in-1+prep+spray.do,IGK Good Behavior 4-in-1 Prep Spray,25601,"USD,29.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/25601_default.tif&wid=1000=&cvt=jpeg,"A multi-tasking priming spray that detangles, protects against heat, controls frizz, enhances shine.","Prepare hair for its best behavior: control frizz, add shine, and protect from heat."," This multi-tasking prep spray is the first step in any hair routine. It gently detangles, controls frizz for up to 24 hours, protects against heat and adds shine. Its weightless formula primes the hair for any styler leaving it smooth, shiny and frizz-free. Benefits: - Detangles - Controls frizz for 24 hours - Heat-protectant - Adds shine  ","Apply evenly to damp, clean hair before your styler. Comb through and blow dry or style as desired.","Aqua/Water/Eau, Cetearyl Alcohol, Silicone Quaternium-8, Spirulina Maxima Extract, Cocos Nucifera (Coconut) Oil, Glycerin, Panthenol, Rosa Canina Seed Oil, Salvia Hispanica Seed Oil, Helianthus Annuus (Sunflower) Seed Extract, Rosa Centifolia Flower Water, Sambucus Nigra Flower Water, Glycolic Acid, Behentrimonium Methosulfate, PEG-12 Dimethicone, Trideceth-10, Potassium Sorbate, Polyquaternium-59, Cetrimonium Chloride, Butylene Glycol, Sodium PCA, Sodium Lactate, Arginine, Aspartic Acid, Cystine Bis-PG-Propyl Silanetriol, PCA, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Citric Acid, Histidine, Phenylalanine, Sodium Benzoate, Fragrance (Parfum), Phenoxyethanol, Ethylhexylglycerin.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/igk+good+behavior+4-in-1+prep+spray.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=IGK Good Behavior 4-in-1 Prep Spray&url=www.beautybrands.com/product/igk+good+behavior+4-in-1+prep+spray.do,0
https://www.beautybrands.com/product/kms+conscious+style+multi-benefit+spray.do,KMS Conscious Style Multi-Benefit Spray,25540,"USD,25.49",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/25540_default.tif&wid=1000=&cvt=jpeg,"KMS Conscious Style Multi-Benefit Spray is a flexible styling & finishing hairspray that provides lightweight hold, hydration, elasticity and heat protection. , Size: 6.8 oz",Hold any style in place without compromising on texture or hydration with KMS Conscious Style Multi-Benefit Spray.," KMS Conscious Style Multi-Benefit is a flexible styling & finishing hairspray that provides lightweight hold, hydration, elasticity and heat protection. As styling spray, it enhances manageability and texture during blow-drying. As finishing spray, it offers a weightless, flexible hold while maintaining the style and reducing frizz. Benefits: - 79% of ingredients are of natural origin - Provides lightweight hold, hydration, elasticity and heat protection - Enhances manageability and adds natural texture during blow-drying - Weightless, flexible hold and reduces frizz - Free from sulfates, silicones, micro plastics, mineral oils, dyes/artificial colorants  ",Spray on towel-dried hair for blow-drying or on dry hair to use with hot tools or to finish previously styled hair.,"Water / Aqua / Eau, Alcohol Denat., Isopropyl Alcohol, Isobutylene/Ethylmaleimide/Hydroxyethylmaleimide Copolymer, Polyglycerin-3, Avena Sativa (Oat) Kernel Oil, Moringa Oleifera Seed Oil, Fragrance/Parfum.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/kms+conscious+style+multi-benefit+spray.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=KMS Conscious Style Multi-Benefit Spray&url=www.beautybrands.com/product/kms+conscious+style+multi-benefit+spray.do,0
https://www.beautybrands.com/product/igk+beach+club+bouncy+blow+out+cream.do,IGK Beach Club Bouncy Blow Out Cream,25613,"USD,29.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/25613_default.tif&wid=1000=&cvt=jpeg,"A lightweight blowout cream that creates full-bodied volume and bouncy movement with style memory, while protecting against heat and humidity.",," This salon-worthy blowout cream and heat protectant creates body and volume with style memory, allowing your blowouts to last even longer (hello second-day-hair). The silicone-free formula is lightweight allowing for bouncy hair that moves when you move. Benefits: - Delivers volume and bounce for fuller hair - Keeps blowouts lasting longer - Adds bounce and movement  ","Apply evenly to clean, damp hair. For best results, blow dry in small sections using a round brush.","Aqua/Water/Eau, Cetearyl Alcohol, PPG-3 Benzyl Ether Ethylhexanoate, Propanediol, Polyquaternium-70, Hydroxypropyltrimonium Hydrolyzed Corn Starch, Hydrolyzed Quinoa, Glycerin, Polyquaternium-11, Quaternium-91, Phenoxyethanol, Behentrimonium Methosulfate, Dipropylene Glycol, Fragrance/Parfum, Cetrimonium Methosulfate, Ethylhexylglycerin, Tribehenin, Benzyl Alcohol, Potassium Sorbate, Sodium Benzoate, Citric Acid, Sodium Hydroxide, Benzyl Salicylate, Butylphenyl Methylpropional, Coumarin.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/igk+beach+club+bouncy+blow+out+cream.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=IGK Beach Club Bouncy Blow Out Cream&url=www.beautybrands.com/product/igk+beach+club+bouncy+blow+out+cream.do,0
https://www.beautybrands.com/product/flowery+quattro+buffer.do,Flowery Quattro Buffer,13051,"USD,1.99",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/13051_default.tif&wid=1000=&cvt=jpeg,"Like four tools in one, the Flowery Quattro Buffer features four different grits. Use the buffer file on natural nails to shape, smooth, buff and shine.","Select from four grits for every manicure need. Buff, shine, smooth and shape with this all-in-one nail tool."," The Flowery Quattro Buffer features four different grits to make at-home manicures easier. The various surfaces help you shape, smooth, buff and shine natural nails. Use the buffer to repair nicks or tears, remove ridges and buff off stains. This convenient nail tool is a must-have for easy at-home nail care, and for touchups on the go. Features: - 4-way file - Four different grits - Helps shape, smooth, buff and shine nails - Ideal for natural nails  ",,,https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/flowery+quattro+buffer.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=Flowery Quattro Buffer&url=www.beautybrands.com/product/flowery+quattro+buffer.do,2
https://www.beautybrands.com/product/igk+beach+club+texture+spray.do,IGK Beach Club Texture Spray,25600,"USD,32.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/25600_default.tif&wid=1000=&cvt=jpeg,"A salt-free texture spray that adds instant volume and hold that s non-drying for an undone, beachy look.",Get an effortless beachy texture for hair that's tousled and volumized.," This must-have texture spray is your go-to for effortlessly cool, beach vibes. It adds long lasting volume and sexy, tousled texture. Its salt-free formula creates the perfect beachy, undone look without dryness, heaviness or stickiness. Benefits: - Delivers effortless beachy texture - Adds long-lasting volume - Tousled texture wthout the dryness  ",Shake well and hold can 10-12 inches from head. Spray onto wet or dry hair in sections for touchable breeze-blown texture and instant volume. Spray at roots for extra volume.,"Hydrofluorocarbon 152a, Dimethyl Ether, Alcohol Denat., VP/VA Copolymer, Helianthus Annuus (Sunflower) Seed Extract, Hydrolyzed Wheat Protein, Zeolite, Ethylhexyl Methoxycinnamate, PEG-12 Dimethicone, Amodimethicone, PVP, Phenethyl Benzoate, Polyisobutene, Aqua/Water/Eau, Glycerin, Butylene Glycol, Parfum/Fragrance, Benzyl Salicylate, Butylphenyl Methylpropional, Coumarin.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/igk+beach+club+texture+spray.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=IGK Beach Club Texture Spray&url=www.beautybrands.com/product/igk+beach+club+texture+spray.do,0
https://www.beautybrands.com/product/opi+chip+skip+manicure+prep+coat.do,OPI Chip Skip Manicure Prep Coat,9838,"USD,14.50",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/9838_default.tif&wid=1000=&cvt=jpeg,"Prevent chipping with just one coat of OPI Chip Skip Manicure Prep Coat!,Size:, 0.5 oz","The key to making your home manicure last as long as a salon version? Applying this base first, which prevents chipping.", Prevent chipping with just one coat of OPI Chip Skip Manicure Prep Coat. Its patented formula keeps manicures looking gorgeous longer! Apply to bare natural nails prior to base coats or nail lacquers and polishes to get the best results! Features: - Prevents chipping with just one coat - Patented formula - Apply to bare nails prior to base coats and lacquers  ,"Push cuticles back and apply to clean, dry nails.","Ethyl Acetate, Aqua/Water/Eau, Ammonium Hydroxide.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/opi+chip+skip+manicure+prep+coat.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=OPI Chip Skip Manicure Prep Coat&url=www.beautybrands.com/product/opi+chip+skip+manicure+prep+coat.do,0
https://www.beautybrands.com/product/bareminerals+maximist+liquid+eye+liner.do,bareMinerals Maximist Liquid Eye Liner,25481,"USD,23.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/25481_default.tif&wid=1000=&cvt=jpeg,"A richly pigmented liquid eyeliner with a flexible precision brush that creates versatile looks with all-day, waterproof, smudge-proof wear.","Create versatile eye looks with a liner that's made with deep black mineral pigments for rich, blackest-black color."," bareMinerals Maximist Liquid Eye Liner is made with mineral pigments to deposit intense black color for maximum impact. The flexible, easy-to-use vegan brush creates versatile looks, from precise definition to dramtic wings. The inkwell delivery system deposits the perfect amount of liner each time and ensures the formula stays fresh. Benefits: - Glides on effortlessly without skipping or tugging - Microalgae Complex conditions and fortifies to help promote visibly thicker lashes over time - Mineral Pigments provide intense black color for maximum impact - All day wear - Waterproof - Smudge-proof - Transfer-proof - Gentle on eyes and suitable for contact lens wearers - Easy to remove without any makeup remover, with no tugging or pulling - Vegan and cruelty-free - - Clean: synthetic fragrance-free and formulated without gluten, PEGs, tree nuts and more  ",Shake well to ensure mineral pigments are evenly dispersed.,"Water (Aqua/Eau) , Polyurethane-35 , Butylene Glycol , Plankton Extract , Sphinganine , Ethylhexylglycerin , Pentylene Glycol , Magnesium Aluminum Silicate (Argilla) , Silica , Caprylyl Glycol , 1,2-Hexanediol , Phenylpropanol , Xanthan Gum , Citric Acid , Aminomethyl Propanediol , Palmitic Acid , Stearic Acid , Methylpropanediol. May Contain/Peut Contenir (+/-): Iron Oxides (Ci 77491 , Ci 77492 , Ci 77499).",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/bareminerals+maximist+liquid+eye+liner.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=bareMinerals Maximist Liquid Eye Liner&url=www.beautybrands.com/product/bareminerals+maximist+liquid+eye+liner.do,0
https://www.beautybrands.com/product/keratin+complex+flex+hold+hairspray+travel+size.do,Keratin Complex Flex Hold Hairspray Travel Size,25629,"USD,11.98",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/25629_default.tif&wid=1000=&cvt=jpeg,"Keratin Complex's Flex Hold Hairspray gives flexible hold and shine to every style. For all hair types. , Size: 1.8 oz","Keratin Complex's Flex Hold Hairspray keeps curls and blowouts in place while giving a soft, touchable finish."," Provides light, brushable hold - perfect for securing blowouts, waves & curls. Features: - Layers weightlessly without buildup while adding radiant shine & brilliance - Delivers enhanced definition for moveable styles - Lightweight formula - Soft, touchable finish - Instantly fights frizz - Helps repair damage - Humidity resistant, fast drying hairspray - Color-safe - Water soluble - Can be cocktailed together with any of the Keratin Complex® styling products - Scale of Hold / Shine Factor from 0-10 behind every bottle  ","For a light hold finish: Hold can 8-10"" away from hair, and spray in short bursts. Finish as desired.","Alcohol Denat., Hydrofluorocarbon 152a, Water/Aqua/Eau, Butane, VA/Crotonates/Vinyl Neodecanoate Copolymer, Aminomethyl Propanol, Hydrolyzed Keratin, Hydrolyzed Soy Protein, Retinyl Palmitate, Tocopheryl Acetate, Wheat Germamidopropyldimonium Hydroxypropyl Hydrolyzed Wheat Protein, Ammonium Benzoate, Benzophenone-4, C12-15 Alkyl Benzoate, Panthenyl Hydroxypropyl Steardimonium Chloride, PEG/PPG-18/18 Dimethicone, Phenyl Trimethicone, Propylene Glycol, Fragrance/Parfum.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/keratin+complex+flex+hold+hairspray+travel+size.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=Keratin Complex Flex Hold Hairspray Travel Size&url=www.beautybrands.com/product/keratin+complex+flex+hold+hairspray+travel+size.do,0
https://www.beautybrands.com/product/tarte+maracuja+juicy+lip+plump.do,Tarte Maracuja Juicy Lip Plump,25666,"USD,24.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/25666_default.tif&wid=1000=&cvt=jpeg,"Forget the needles, meet the juicy lip that speaks volumes with every swipe!","This no-needle plump delivers fuller, softer lips with immediate hydration."," Tarte Maracuja Juicy Lip Plump is an all-in-1 plumping balm, gloss, color & treatment. Cushion Comfort XL Complex delivers a tingle-free plump effect that moisturizes and smoothes with hyaluronic acid. Get a gorgeous stained-glass finish that smoothes the look of lip lines for a soft, pillowy pout. Benefits: - All-in-one plumping balm, gloss, color & treatment - Tingle-free plump - Non-sticky shine - Smoothes the look of lip lines - 10+ superfruits creamy formula feels comfy, never sticky or dry - Click, swipe & layer for plumped-up juicy color - 10+ antioxidant-rich superfruits hydrate & nourish - Formulated without parabens, mineral oil, phthalates, triclosan, sodium lauryl sulfate, gluten  ","non-retractable click reveals the perfect amount of product every time, so click up once apply 1 swipe as a treatment swipe on a multiple layers for the perfect pop of plumped-up color","Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, diisostearyl malate, bis-diglyceryl polyacyladipate-2, polyglyceryl-2 triisostearate, hydrogenated polyisobutene, ceresin, menthone glycerin acetal, microcrystalline wax/cera microcristallina/cire microcrystalline, passiflora edulis seed oil, passiflora incarnata fruit extract, vitis vinifera (grape) seed oil, flavor/aroma, citrullus lanatus (watermelon) fruit extract, citrus limon (lemon) fruit extract, euterpe oleracea fruit extract, fragaria vesca (strawberry) fruit extract, lycium barbarum fruit extract, malpighia punicifolia (acerola) fruit extract, prunus persica (peach) fruit extract, punica granatum fruit extract, vaccinium angustifolium (blueberry) fruit extract, vaccinium macrocarpon (cranberry) fruit extract, tocopherol, 1,2- hexanediol, ethylhexyl palmitate, triodium hyaluronate, benzyl benzoate, tocopheryl acetate, benzyl alcohol. (+/-): Titanium Dioxide (CI 77891), iron oxides (CI 77491, CI 77492, CI 77499), red 7 lake (CI 15850), yellow 6 lake (CI 15985), yellow 5 lake (CI 19140), red 28 lake (CI 45410).",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/tarte+maracuja+juicy+lip+plump.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=Tarte Maracuja Juicy Lip Plump&url=www.beautybrands.com/product/tarte+maracuja+juicy+lip+plump.do,149
https://www.beautybrands.com/product/lorac+lux+diamond+creme+eye+shadow.do,Lorac LUX Diamond Creme Eye Shadow,23047,"USD,22.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/23047_default.tif&wid=1000=&cvt=jpeg,Lorac LUX Diamond Creme Eye Shadow provides brilliant color and diamond shine that lacquers lids from day to night without worry: crease and smudge-proof.,," The ultra-pigmented metallic creme eye shadow is made with 100% certified authentic diamonds milled into a fine, cosmetic-grade dust for superior brilliance. The long-wearing, oil-free formula contains emollients to keep lids nourished throughout the day. Fragrance-Free. Paraben-Free. Oil-Free. Vegan.  ","Apply simply with your fingertip or flat head brush. PRO tip: tap on to the cheeks, collar bone, and any eye shadow to add diamond shine.","ISODODECANE, MICA, DIMETHICONE, SYNTHETIC FLUORPHLOGOPITE, CALCIUM ALUMINUM BOROSILICATE, ETHYLHEXYL PALMITATE, DIMETHICONE CROSSPOLYMER, CETYL ETHYLHEXANOATE, CYCLOPENTASILOXANE, DIAMOND POWDER, BORON NITRIDE, DISTEARDIMONIUM HECTORITE, KAOLIN, LAUROYL LYSINE, PHENOXYETHANOL, POLYMETHYLSILSESQUIOX-ANE, PROPYLENE CARBONATE, PROPYLENE GLYCOL, SILICA, TIN OXIDE, ZINC STEARATE. +/- (MAY CONTAIN/PEUT CONTENIR): CI 77491, CI 77492, CI 77499/IRON OXIDES, CI 77891/TITANIUM DIOXIDE.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/lorac+lux+diamond+creme+eye+shadow.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=Lorac LUX Diamond Creme Eye Shadow&url=www.beautybrands.com/product/lorac+lux+diamond+creme+eye+shadow.do,33
https://www.beautybrands.com/product/kenra+perfect+medium+spray+13+travel+size.do,Kenra Perfect Medium Spray 13 Travel Size,9998,"USD,7.98",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/9998_default.tif&wid=1000=&cvt=jpeg,"Kenra Perfect Medium Spray 13 travel size provides optimum styling control without stiffness for styling on-the-go. This fast drying formula gives a touchable, moveable, brush-through hold complete with a high shine finish.,Size:, 1.5 oz","You'll find this spray in many a BB bag because of its versatility""it holds where you need and flexes when you want to reshape things."," Kenra Perfect Medium Spray 13 travel size provides optimum styling control without stiffness for styling on-the-go. This fast drying formula creates a touchable, moveable, brush-through hold. This hairspray finishes every style with high shine. Features: - Provides styling control without stiffness - Fast-drying formulation for touchable, moveable, brush-through hold - Finishes with high shine - Travel size  ","Shake well. Hold can 8 10 inches from hair, and spray for desired styling and finishing results.","Denatured Alcohol (SD Alcohol 40), Isobutane, Hydrofluorocarbon 152a, Butyl Ester of PVM/MA Copolymer, Glycerin, Aminomethyl Propanol, Parfum/Fragrance, Dimethyl Stearamine, Ethylhexyl Methoxycinnamate, Pentaerythrityl Tetracaprylate/Tetracaprate, Panthenol, PPG-5-Ceteth-20, peg-75 lanolin",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/kenra+perfect+medium+spray+13+travel+size.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=Kenra Perfect Medium Spray 13 Travel Size&url=www.beautybrands.com/product/kenra+perfect+medium+spray+13+travel+size.do,6
https://www.beautybrands.com/product/igk+mistress+hydrating+hair+balm.do,IGK Mistress Hydrating Hair Balm,25602,"USD,29.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/25602_default.tif&wid=1000=&cvt=jpeg,A leave-in conditioning balm that melts into hair to boost hydration and reduce frizz.,," This nourishing leave-in conditioner hydrates and reduces frizz without weighing your hair down, leaving hair silky and smooth. Its lightweight, buildable formula melts into your hair, making it ideal for all hair types. Benefits: - Hydrates while fighting frizz - Leaves hair silky and smooth - Lightweight, buildable formula - Ideal for all hair types  ",Basic Application:,"Aqua/Water/Eau, Propylene Glycol, Cyclopentasiloxane, Dimethicone, Parfum/Fragrance, Cocos Nucifera (Coconut) Oil, PEG/PPG-18/18 Dimethicone, C13-14 Isoparaffin, Polyacrylamide, Laureth-7, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Benzyl Salicylate, BHT, Ethylhexylglycerin, Phenoxyethanol, Butylphenyl Methylpropional, Coumarin.",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/igk+mistress+hydrating+hair+balm.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=IGK Mistress Hydrating Hair Balm&url=www.beautybrands.com/product/igk+mistress+hydrating+hair+balm.do,0
https://www.beautybrands.com/product/igk+pay+day+instant+repair+conditioner.do,IGK Pay Day Instant Repair Conditioner,25625,"USD,32.00",https://ii.beautybrands.com/fcgi-bin/iipsrv.fcgi?FIF=/images/beautybrands/source/25625_default.tif&wid=1000=&cvt=jpeg,"A clinically-proven repair conditioner that significantly reduces breakage.* Nourishing formula features biomimetic bond-building technology to deeply moisturize, instantly detangle, soften, and restore damaged hair. ,*when used with PAY DAY Shampoo and CASH IN Serum",Split up wth split ends with a conditioner that deeply nourishes to restore damaged hair.," This IGK restorative conditioner treats fragile, damaged, over-processed hair to 360-degree repair. Boosted with clean, clinically-proven Vegan Silk and Biomimetic Bond-Building Technology to reduce breakage and increase strength from the inside out for 11x softer strands and healthier-looking hair all around. Benefits: - Repairs damaged hair and reduces breakage - Increases strength - Deeply moisturizes - Leaves hair softer and healthier  ","Apply to wet hair, wait 1 minute, rinse.","Water (Aqua/Eau), Cetearyl Alcohol, Propanediol, Behentrimonium Chloride, Isoamyl Laurate, Adansonia Digitata Seed Oil, sr-Spider Polypeptide-1, Panthenol, Butyrospermum Parkii (Shea) Butter, Salvia Hispanica Seed Extract, Brassica Campestris (Rapeseed) Seed Oil, Emblica Officinalis Fruit Extract, Sesamum Indicum (Sesame) Seed Oil, Cocos Nucifera (Coconut) Oil, Phenoxyethanol, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Polyquaternium-73, Isopropyl Alcohol, Ethylhexylglycerin, Polyquaternium-7, Tocopheryl Acetate, Sodium Phytate, Citric Acid, Sodium Benzoate, Alcohol, Tocopherol, Leuconostoc/Radish Root Ferment Filtrate, 1,2-Hexanediol, Caprylyl Glycol, Fragrance (Parfum), Red 33 (CI 17200).",https://www.facebook.com/sharer/sharer.php?u=www.beautybrands.com/product/igk+pay+day+instant+repair+conditioner.do&src=sdkpreparse,https://twitter.com/intent/tweet?text=IGK Pay Day Instant Repair Conditioner&url=www.beautybrands.com/product/igk+pay+day+instant+repair+conditioner.do,0
