Date Ingested,Avg. Market Time (days),Make Model,ER,Serial Number,Previous Registration,MFR Year,EIS Date,Current Airframe Hours,Previous Country,Days On Market,Ask Price (M),Ask Price_MO,Sale Price,Sale Price_TBD,Sale Date,Engine Program Type,Passengers,Collins Venue CMS,Ku-band Internet,Ka-band internet,Starlink,BBML,GoGo Biz ATG-4000,GoGo Biz ATG-5000,Gogo Biz Avance L5,SwiftBroadband 
08/05/2025,172,Citation CJ2, ,066,ZS-BSZ,2002,01-04-2002,"4,040",ZA,231,3.49,,3.3,,23/01/2025,TAP Blue,6, , , , , , , , , 
08/05/2025,140,Citation Latitude, ,204,N382SA,2019,01-08-2019,"1,050",US,117,17.39,,17.15,,11/12/2024,ESP-G,7, , , , , , , , , 
08/05/2025,119,Citation CJ3+, ,568,N103KK,2018,01-02-2019,"1,725",US,189,8.3,,7.8,,03/07/2024,TAP Blue,6, , , , , , ,Yes, , 
08/05/2025,183,Pilatus PC-24, ,180,ZS-NIO,2020,01-12-2020,590,ZA,302,,Yes,10.3,,06/09/2024,,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5181,N604SN,2001,01-07-2001,"13,985",US,52,1.99,,1.65,,22/11/2024,ESP-SL,7, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,118,OE-GDR,2012,01-12-2012,"2,810",AT,123,6.95,,6.75,,12/07/2024,TAP Elite,7,Yes, , , , , , , , 
08/05/2025,172,Lear 75, ,508,N475FX,2015,01-05-2015,"5,620",US,351,4.5,,4.3,,30/04/2025,MSP-G,6, , , , , , ,Yes, , 
08/05/2025,121,Lear 60, ,130,N384JW,1998,01-02-1999,"10,800",US,490,1.89,,1.65,,07/08/2024,ESP-G,7, , , , , , ,Yes, , 
08/05/2025,199,Lear 45XR, ,399,N32AA,2009,01-10-2009,"5,150",US,123,4.59,,4.1,,23/08/2024,MSP-G,8, , , , , , , , , 
08/05/2025,185,Lear 45, ,061,N443SL,1999,01-04-2000,"9,500",US,84,1.47,,1.2,,30/12/2024,MSP-G,8, , , , , , , , , 
08/05/2025,184,Hawker 900XP, ,037,N918JL,2007,01-02-2008,"3,815",US,245,,Yes,4.5,,24/02/2025,MSP-G,8, , , , , , , , , 
08/05/2025,183,Hawker 850XP, ,796,N794TH,2006,01-10-2006,"4,210",US,195,4.19,,3.85,,01/04/2025,MSP-G,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,344,N777HC,1997,01-03-1998,"5,515",US,372,,Yes,2.4,,06/02/2025,MSP-G,8, , , , , , , , , 
08/05/2025,130,Hawker 4000, ,049,N941X,2010,01-05-2011,840,US,64,,Yes,4.9,,25/07/2024,ESP-G,8, , , , , , , ,Yes, 
08/05/2025,272,Gulfstream GV, ,519,N549CF,1997,01-02-1998,"7,630",US,108,,Yes,,Yes,13/12/2024,RRCC,14, , , , , , , ,Yes, 
08/05/2025,260,Gulfstream GIVSP, ,1239,N121AP,1994,01-01-1995,"8,940",US,630,4.49,,4.2,,27/12/2024,RRCC,14, , , , , , , ,Yes, 
08/05/2025,313,Gulfstream GIV, ,1036,N701DB,1987,01-02-1988,"15,470",US,156,2.9,,2.5,,14/03/2025,RRCC,13, , , , , ,Yes, , , 
08/05/2025,195,Gulfstream G650,Yes,6008,N762MS,2011,01-12-2012,"4,350",US,104,29.99,,26.5,,17/07/2024,RRCC,15, , , , ,Yes, , , , 
08/05/2025,205,Gulfstream G600, ,73047,G-ULFX,2020,01-05-2021,"1,650",GB,383,,Yes,,Yes,18/12/2024,ESP,16, , ,Yes, , , , , , 
08/05/2025,194,Gulfstream G550, ,5012,N559G,2003,01-12-2003,"8,325",US,139,14.69,,14.25,,26/06/2024,RRCC,16, , ,Yes, , , ,Yes, ,Yes
08/05/2025,255,Gulfstream G500, ,72023,N405PC,2019,01-03-2019,"1,345",US,443,,Yes,39.1,,12/12/2024,ESP-PP,13, , ,Yes, , , , , , 
08/05/2025,229,Gulfstream G450, ,4030,N358RS,2005,01-03-2006,"4,655",US,361,9.25,,9.1,,03/06/2024,RRCC,14, , , , , ,Yes, , , 
08/05/2025,108,Gulfstream G280, ,2007,N227WR,2012,01-09-2013,"3,655",US,379,,Yes,12.9,,31/12/2024,MSP-G,10, , , , , , , ,Yes, 
08/05/2025,275,Gulfstream G200, ,006,N8MF,1999,01-08-2000,"4,430",US,615,4.7,,3.7,,31/12/2024,ESP-G,8, , , , , , , , , 
08/05/2025,158,Challenger 300, ,147,N490CB,2007,01-09-2007,"4,585",US,311,9.99,,9.4,,23/12/2024,MSP-G,8, , , , , , , , , 
08/05/2025,188,Challenger 350, ,622,N678HB,2016,01-04-2016,"2,490",CL,131,,Yes,,Yes,17/09/2024,MSP,9, , , , , , ,Yes, , 
08/05/2025,199,Challenger 604, ,5520,N618CR,2001,01-12-2001,"5,485",US,261,,Yes,,Yes,26/12/2024,OnPoint,9, , , , , , ,Yes, , 
08/05/2025,229,Challenger 605, ,5800,N36RT,2009,01-02-2010,"5,805",US,204,10.99,,10.0,,26/11/2024,OnPoint,10,Yes, , , , , ,Yes, ,Yes
08/05/2025,153,Citation CJ3, ,103,N443PW,2006,01-08-2006,"3,570",US,61,4.99,,4.62,,04/12/2024,TAP Elite,6, , , , , , , , , 
08/05/2025,144,Citation CJ2+, ,457,T7=APP,2009,01-09-2009,"3,995",AT,316,4.5,,,Yes,24/10/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,099,N504FM,2002,01-09-2002,"6,715",US,116,,Yes,2.4,,08/04/2025,TAP Blue,6, , , , , , , , , 
08/05/2025,140,Citation Latitude, ,285,N680JK,2021,01-12-2021,"1,060",US,56,,Yes,19.2,,04/11/2024,Textron PA+,8, , , , , , , ,Yes, 
08/05/2025,119,Citation CJ3+, ,586,N139PL,2019,01-07-2019,"1,160",US,145,8.3,,7.9,,14/01/2025,TAP Blue,6, , , , , , , , , 
08/05/2025,183,Pilatus PC-24, ,194,N194PJ,2020,01-06-2021,"1,070",US,56,,Yes,10.8,,13/12/2024,TAP Blue,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5223,N827JN,2002,01-07-2002,"4,415",US,104,4.99,,4.65,,26/02/2025,Textron PA,8, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,123,N43KA,2013,01-09-2013,"1,970",US,0,,Yes,6.6,,19/12/2024,TAP Blue,8,Yes, , , , , ,Yes, , 
08/05/2025,172,Lear 75, ,531,N769ST,2016,01-08-2016,"2,320",US,65,,Yes,7.3,,01/08/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,121,Lear 60, ,131,N841SC,1998,01-10-1998,"6,765",US,119,,Yes,2.4,,30/09/2024,ESP-G,7, , , , , , , , , 
08/05/2025,199,Lear 45XR, ,419,N454LC,2011,01-01-2011,"3,725",US,104,,Yes,4.9,,17/09/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,185,Lear 45, ,062,N543CM,1999,01-03-2000,"5,120",US,197,2.29,,2.5,,16/05/2024,MSP-G,8, , , , , , , , , 
08/05/2025,184,Hawker 900XP, ,047,N22VS,2008,01-05-2008,"4,315",US,149,3.95,,3.39,,20/02/2025,,8, , , , , ,Yes, , , 
08/05/2025,183,Hawker 850XP, ,806,N906BL,2006,01-12-2006,"2,090",US,228,4.3,,,Yes,17/01/2025,MSP,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,391,N886DL,1999,01-03-1999,"7,320",US,178,2.05,,,Yes,18/04/2025,MSP-G,8, , , , , , , , , 
08/05/2025,272,Gulfstream GV, ,534,N127GG,1997,01-11-1998,"10,960",US,69,7.59,,7.5,,05/09/2024,RRCC,16, , , , , , , , ,Yes
08/05/2025,260,Gulfstream GIVSP, ,1245,N110JW,1994,01-05-1995,"10,460",US,537,,Yes,4.1,,20/11/2024,RRCC,12, , , , , , , , , 
08/05/2025,313,Gulfstream GIV, ,1074,N995GG,1988,01-04-1989,"12,380",US,596,,Yes,,Yes,10/12/2024,,13, , , , , ,Yes, , , 
08/05/2025,195,Gulfstream G650, ,6018,N673HA,2012,01-03-2013,"5,095",US,215,35.0,,27.4,,02/07/2024,,13, , ,Yes, , , , , ,Yes
08/05/2025,205,Gulfstream G600, ,73053,N3788B,2021,01-08-2021,"1,000",US,341,53.0,,48.5,,20/05/2024,ESP,13, , ,Yes, , , , , , 
08/05/2025,194,Gulfstream G550, ,5032,N5550JD,2004,01-12-2004,"8,670",US,409,12.9,,12.2,,06/03/2025,RRCC,16, , , , , , , , , 
08/05/2025,255,Gulfstream G500, ,72029,N544AV,2019,01-06-2019,"1,275",US,31,39.95,,38.2,,01/05/2025,ESP-PP,13, , ,Yes, , , , , , 
08/05/2025,229,Gulfstream G450, ,4034,XA-RFB,2005,01-04-2006,"4,050",MX,122,,Yes,,Yes,16/12/2024,JSSI,13, , , , , , , ,Yes,Yes
08/05/2025,108,Gulfstream G280, ,2024,N459BN,2013,01-10-2013,"2,580",US,227,13.99,,13.1,,06/12/2024,MSP,9, , , , , , ,Yes, , 
08/05/2025,275,Gulfstream G200, ,014,N20BD,2000,01-03-2001,"6,430",US,122,,Yes,2.85,,19/12/2024,ESP-G,10, , , , , , ,Yes, , 
08/05/2025,199,Gulfstream G150, ,201,N150GV,2005,01-06-2006,"6,395",US,238,4.25,,4.1,,11/12/2024,MSP-G,6, , , , , , ,Yes, , 
08/05/2025,203,Global XRS, ,9184,N300SC,2005,01-11-2006,"7,585",US,80,,Yes,7.0,,13/09/2024,,13, , ,Yes, , , , , ,Yes
08/05/2025,158,Challenger 300, ,164,N782BJ,2007,01-01-2008,"6,625",US,146,,Yes,9.5,,17/03/2025,MSP-G,9, , , , , , , ,Yes, 
08/05/2025,188,Challenger 350, ,632,N599JF,2016,01-08-2016,"2,305",US,174,16.75,,16.1,,09/04/2025,JSSI,8, , , , , , , ,Yes, 
08/05/2025,199,Challenger 604, ,5549,N988CV,2002,01-02-2003,"5,695",US,459,6.1,,5.9,,22/10/2024,OnPoint,9, , , , , ,Yes, , , 
08/05/2025,229,Challenger 605, ,5818,N880CM,2009,01-09-2010,"5,530",US,224,12.75,,10.25,,21/05/2024,OnPoint,9, , , , , , , ,Yes, 
08/05/2025,153,Citation CJ3, ,105,N651CG,2006,01-09-2006,"7,260",US,210,4.39,,4.2,,12/11/2024,TAP Blue,7, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,105,N876JP,2002,01-10-2002,"6,020",US,59,3.29,,3.1,,01/08/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,140,Citation Latitude, ,292,N923RE,2021,01-05-2022,575,US,344,19.3,,18.9,,25/10/2024,ESP-G,8, , , , , , , ,Yes, 
08/05/2025,119,Citation CJ3+, ,594,N30GX,2019,01-10-2019,"1,215",US,169,,Yes,7.8,,01/08/2024,TAP Blue,6, , , , , , ,Yes, , 
08/05/2025,183,Pilatus PC-24, ,204,N929MZ,2020,01-03-2021,920,US,463,,Yes,10.4,,04/02/2025,TAP Blue,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5235,N300AK,2002,01-03-2002,"8,160",US,91,3.5,,2.85,,01/07/2024,,7, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,133,N577RT,2013,01-01-2014,"1,860",US,273,7.39,,7.15,,13/12/2024,TAP Elite,8, , , , , , , , , 
08/05/2025,172,Lear 75, ,536,N422AJ,2016,01-10-2016,"4,250",US,256,6.79,,6.7,,31/01/2025,MSP,8, , , , , , ,Yes, , 
08/05/2025,121,Lear 60, ,145,N826LJ,1998,01-04-1999,"7,910",US,71,1.69,,1.55,,11/12/2024,,7, , , , , , , , , 
08/05/2025,199,Lear 45XR, ,420,N511FG,2011,01-01-2011,"4,480",US,138,4.49,,4.2,,18/12/2024,MSP-G,8, , , , , , , , , 
08/05/2025,185,Lear 45, ,065,N100KZ,1999,01-05-2000,"9,320",US,463,1.79,,,Yes,07/11/2024,,8, , , , , , , , , 
08/05/2025,184,Hawker 900XP, ,052,N786QV,2008,01-06-2008,"3,980",US,106,4.19,,4.0,,27/03/2025,MSP,8, , , , , , , ,Yes, 
08/05/2025,183,Hawker 850XP, ,907,N448H,2008,01-10-2008,"3,105",US,85,4.85,,4.5,,06/09/2024,MSP-G,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,402,N729AT,1999,01-07-1999,"6,110",US,39,1.5,,1.4,,14/05/2024,,8, , , , , , , , , 
08/05/2025,272,Gulfstream GV, ,584,N84GV,1999,01-04-2000,"10,950",US,330,,Yes,,Yes,17/09/2024,RRCC,14, , ,Yes, , , , , , 
08/05/2025,260,Gulfstream GIVSP, ,1264,N120JJ,1995,01-12-1995,"14,100",US,88,3.49,,3.0,,26/07/2024,RRCC,13, , , , , , , , , 
08/05/2025,313,Gulfstream GIV, ,1077,N457DS,1988,01-04-1989,"8,170",US,216,,Yes,2.5,,07/01/2025,,14, , , , , , , , , 
08/05/2025,195,Gulfstream G650, ,6035,N712DA,2012,01-07-2013,"1,255",JP,153,,Yes,29.6,,03/02/2025,,16, , , , , , , , ,Yes
08/05/2025,205,Gulfstream G600, ,73056,N318AG,2021,01-09-2021,"1,115",US,79,49.99,,48.5,,15/08/2024,ESP-PP,13, , ,Yes, , , , , , 
08/05/2025,194,Gulfstream G550, ,5046,N885GM,2004,01-02-2005,"10,115",US,352,15.0,,14.0,,16/01/2025,RRCC,16, , ,Yes, , , , , ,Yes
08/05/2025,255,Gulfstream G500, ,72030,N111AP,2019,01-06-2020,900,US,151,,Yes,38.5,,17/12/2024,JSSI,13, , ,Yes, , , , , , 
08/05/2025,229,Gulfstream G450, ,4051,N868BB,2006,01-11-2006,"7,035",PH,365,,Yes,8.3,,07/01/2025,RRCC,14, , , , , , , , ,Yes
08/05/2025,108,Gulfstream G280, ,2026,N65RM,2013,01-11-2013,"4,010",US,63,,Yes,13.5,,20/09/2024,MSP,10, , , , , , , ,Yes, 
08/05/2025,275,Gulfstream G200, ,017,N415PR,2000,01-03-2001,"7,135",US,385,3.2,,2.9,,20/02/2025,ESP-G,9, , , , , , , , , 
08/05/2025,199,Gulfstream G150, ,207,N531GP,2006,01-12-2006,"5,670",US,163,3.99,,3.8,,20/02/2025,MSP,7, , , , , , ,Yes, , 
08/05/2025,203,Global XRS, ,9185,N18NN,2005,01-01-2007,"6,485",US,153,,Yes,9.65,,31/03/2025,RRCC,14, , ,Yes, , , , , , 
08/05/2025,308,Global Express, ,9044,9H-SOI,1999,01-05-2001,"7,580",MT,168,,Yes,9.75,,12/07/2024,RRCC,12, , ,Yes, , , , , , 
08/05/2025,102,Global 7500, ,70010,N212WQ,2018,01-06-2019,"1,875",US,95,,Yes,,Yes,27/12/2024,OnPoint,19, , , , , , , , , 
08/05/2025,265,Global 6500, ,60018,N2019C,2020,01-05-2021,"1,155",US,265,43.5,,,Yes,18/12/2024,RRCC,13, , ,Yes, , , , , , 
08/05/2025,209,Global 6000, ,9437,9H-AMF,2011,01-07-2012,"4,490",MT,159,,Yes,20.5,,26/02/2025,RRCC,13, , , , , , , , , 
08/05/2025,109,Global 5500, ,60007,HB-JRJ,2019,01-06-2020,"2,430",CH,109,35.5,,34.5,,07/07/2024,JSSI,13, , , , , , , , , 
08/05/2025,324,Global 5000, ,9174,9H-ARE,2005,01-05-2006,"6,800",CH,84,10.95,,9.9,,24/02/2025,RRCC,12, , ,Yes, , , , , , 
08/05/2025,158,Challenger 300, ,169,SE-RMC,2007,01-01-2008,"5,420",SE,296,10.99,,10.45,,15/05/2024,JSSI,9, , , , , , , , , 
08/05/2025,188,Challenger 350, ,649,N250TG,2016,01-12-2016,"1,340",US,65,,Yes,,Yes,26/03/2025,MSP,9, , , , , , , ,Yes, 
08/05/2025,199,Challenger 604, ,5551,N501PC,2002,01-08-2003,"8,295",US,175,6.49,,5.95,,01/10/2024,JSSI,9, , , , , , , ,Yes, 
08/05/2025,229,Challenger 605, ,5869,N825SA,2011,01-01-2012,"5,440",US,0,,Yes,,Yes,19/02/2025,OnPoint,11, , , , , , ,Yes, , 
08/05/2025,153,Citation CJ3, ,113,N794JS,2006,01-10-2006,"7,980",US,365,4.0,,3.7,,04/04/2025,JSSI,6, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,122,N1901,2002,01-12-2002,"3,880",US,68,3.69,,3.5,,29/05/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,140,Citation Latitude, ,390,N1942K,2024,01-05-2024,300,US,61,22.0,,21.5,,02/07/2024,Textron PA+,8, , , , , , , , , 
08/05/2025,119,Citation CJ3+, ,644,N525FM,2021,01-09-2021,695,US,96,9.95,,9.7,,22/05/2024,Textron TA,6, , , , , , , , , 
08/05/2025,183,Pilatus PC-24, ,231,N231SV,2021,01-11-2021,540,US,80,11.99,,11.5,,12/08/2024,TAP Blue,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5246,N646TX,2002,01-05-2002,"16,180",US,41,1.59,,1.4,,13/02/2025,,7, , , , , , ,Yes, , 
08/05/2025,160,Citation CJ4, ,144,OE-GIN,2013,01-07-2013,"2,530",AT,244,6.8,,6.69,,27/11/2024,Textron TA,7,Yes, , , , , , , , 
08/05/2025,172,Lear 75, ,551,N754CC,2016,01-01-2017,"3,040",US,122,7.89,,,Yes,13/06/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,121,Lear 60, ,224,N64MG,2001,01-11-2001,"7,185",US,94,2.0,,2.0,,23/12/2024,ESP-G,7, , , , , , , , , 
08/05/2025,199,Lear 45XR, ,427,N427L,2011,01-12-2011,"3,400",US,129,4.99,,,Yes,10/04/2025,MSP-G,8, , , , , , , ,Yes, 
08/05/2025,185,Lear 45, ,076,N881MJ,2000,01-06-2000,"5,575",US,114,2.79,,2.55,,06/02/2025,MSP-G,8, , , , , , , , , 
08/05/2025,184,Hawker 900XP, ,064,N313ZP,2008,01-09-2008,"2,200",US,109,,Yes,4.1,,14/03/2025,MSP-G,8, , , , , , , ,Yes, 
08/05/2025,183,Hawker 850XP, ,921,N888WY,2008,01-07-2008,"4,825",US,119,,Yes,3.95,,24/10/2024,MSP-G,8, , , , , ,Yes, , , 
08/05/2025,194,Hawker 800XP, ,412,N990EV,1999,01-12-1999,"4,835",US,156,2.27,,2.25,,26/12/2024,MSP-G,8, , , , , , , , , 
08/05/2025,272,Gulfstream GV, ,587,N416RJ,1999,01-06-2000,"8,430",US,297,9.4,,8.9,,30/12/2024,RRCC,16, , , , , , , ,Yes, 
08/05/2025,260,Gulfstream GIVSP, ,1294,N2HC,1996,01-11-1996,"12,025",US,329,2.0,,1.99,,23/05/2024,,15, , , , , , , , , 
08/05/2025,313,Gulfstream GIV, ,1084,N31GV,1988,01-08-1989,"6,685",US,351,3.0,,2.7,,16/10/2024,JSSI,12, , , , , , , , , 
08/05/2025,195,Gulfstream G650, ,6037,M-USIK,2012,01-11-2013,"4,725",EG,459,,Yes,28.9,,25/11/2024,RRCC,14, , ,Yes, , , , , , 
08/05/2025,205,Gulfstream G600, ,73070,9H-ITW,2021,01-03-2022,"1,375",BG,119,51.5,,51.0,,18/12/2024,ESP-G,13, , ,Yes, , , , , , 
08/05/2025,194,Gulfstream G550, ,5051,VP-CAE,2004,01-03-2005,"5,435",CN,143,15.25,,14.8,,26/07/2024,RRCC,16, , , , , , , , , 
08/05/2025,255,Gulfstream G500, ,72050,N711VE,2020,01-06-2020,"1,275",US,18,43.95,,42.0,,12/08/2024,ESP-PP,13, , ,Yes, , , , , , 
08/05/2025,229,Gulfstream G450, ,4057,N385GP,2006,01-03-2007,"7,295",US,180,11.25,,10.5,,25/11/2024,RRCC,14, , , , , , , ,Yes,Yes
08/05/2025,108,Gulfstream G280, ,2035,N331BN,2013,01-04-2014,"2,700",US,43,,Yes,13.0,,19/03/2025,MSP,9, , , , , , ,Yes, , 
08/05/2025,275,Gulfstream G200, ,028,N225JD,2000,01-07-2001,"7,275",US,280,2.85,,2.5,,04/04/2025,ESP-G,9, , , , , , , ,Yes, 
08/05/2025,199,Gulfstream G150, ,213,N5950C,2006,01-02-2007,"5,245",US,120,,Yes,4.4,,10/07/2024,MSP-G,8, , , , , ,Yes, , , 
08/05/2025,203,Global XRS, ,9187,N11AQ,2005,01-01-2007,"5,305",US,246,,Yes,13.35,,17/01/2025,RRCC,13, , , , , , ,Yes, , 
08/05/2025,308,Global Express, ,9075,N595E,2000,01-01-2002,"8,600",US,293,9.99,,9.25,,11/12/2024,RRCC,13, , ,Yes, , , , , , 
08/05/2025,102,Global 7500, ,70014,N714JG,2018,01-09-2019,"1,330",US,57,,Yes,58.25,,11/09/2024,OnPoint,18, , , , , , , , , 
08/05/2025,209,Global 6000, ,9522,N900LS,2012,01-08-2013,"3,505",US,80,,Yes,23.0,,06/06/2024,RRCC,16, , ,Yes, , , ,Yes, , 
08/05/2025,324,Global 5000, ,9207,N723AB,2006,01-04-2007,"5,315",US,462,10.75,,10.25,,20/12/2024,RRCC,12,Yes, , , , , , ,Yes, 
08/05/2025,182,Falcon 900EXy, ,122,N247Q,2003,01-01-2004,"8,870",US,68,12.99,,12.4,,03/06/2024,MSP-G,12, , , , , , , ,Yes,Yes
08/05/2025,229,Falcon 900EX, ,011,N90YC,1997,01-06-1997,"6,655",US,149,,Yes,9.75,,27/02/2025,MSP-G,14, , , , , ,Yes, , ,Yes
08/05/2025,158,Challenger 300, ,181,N950BA,2007,01-05-2008,"8,650",TR,254,,Yes,11.75,,26/12/2024,MSP-G,8, , , , , , , ,Yes, 
08/05/2025,188,Challenger 350, ,679,N247KG,2017,01-05-2017,"2,370",US,293,17.49,,17.25,,29/08/2024,MSP-G,9, , , , , , , ,Yes,Yes
08/05/2025,199,Challenger 604, ,5558,N508PC,2003,01-07-2003,"9,005",US,70,5.99,,5.6,,19/03/2025,JSSI,9, , , , , , , ,Yes, 
08/05/2025,229,Challenger 605, ,5883,N955PM,2011,01-06-2012,"3,355",US,97,12.89,,12.75,,17/12/2024,OnPoint,12, , , , , , , , , 
08/05/2025,153,Citation CJ3, ,115,N98YP,2006,01-11-2006,"9,165",US,169,,Yes,4.1,,27/12/2024,TAP Blue,6, , , , , , ,Yes, , 
08/05/2025,172,Citation CJ2, ,124,N323AD,2002,01-01-2003,"6,760",US,28,3.09,,2.9,,30/12/2024,TAP Elite,6, , , , , ,Yes, , , 
08/05/2025,119,Citation CJ3+, ,652,N807RJ,2021,01-03-2022,590,US,252,9.25,,9.0,,31/12/2024,Textron TA,6, , , , , , , , , 
08/05/2025,183,Pilatus PC-24, ,241,SE-DZP,2021,01-10-2021,"1,095",SE,190,11.29,,11.3,,24/05/2024,TAP Blue,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5247,C-GCGU,2002,01-06-2002,"9,405",CA,33,2.49,,2.2,,09/09/2024,,8, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,197,D-CMTS,2015,01-09-2015,"2,445",DE,51,7.99,,7.8,,05/02/2025,TAP Blue,8,Yes, , , , , , , , 
08/05/2025,172,Lear 75, ,561,XA-SEX,2017,01-12-2017,"1,035",MX,182,8.9,,8.6,,29/11/2024,MSP-G,8, , , , , , , , ,Yes
08/05/2025,121,Lear 60, ,226,N229TS,2001,01-08-2001,"7,090",US,58,2.45,,2.3,,16/04/2025,ESP-G,7, , , , , , , , , 
08/05/2025,199,Lear 45XR, ,428,N452SD,2011,01-01-2012,"3,010",US,251,,Yes,4.5,,09/12/2024,MSP-G,8, , , , , ,Yes, , ,Yes
08/05/2025,185,Lear 45, ,082,N256VL,2000,01-07-2000,"7,475",US,112,,Yes,2.45,,30/07/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,184,Hawker 900XP, ,093,N30VP,2009,01-04-2009,"3,365",US,139,4.79,,4.25,,23/01/2025,MSP-G,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,419,N559DM,1999,01-09-1999,"8,375",EC,357,2.1,,2.2,,26/06/2024,MSP-G,8, , , , , , , , , 
08/05/2025,272,Gulfstream GV, ,615,N418RY,2000,01-06-2001,"7,400",US,70,9.95,,,Yes,01/05/2025,RRCC,16, , , , , , ,Yes, , 
08/05/2025,260,Gulfstream GIVSP, ,1298,N961V,1996,01-02-1997,"12,425",US,41,3.2,,,Yes,31/10/2024,,14, , , , , , ,Yes, , 
08/05/2025,313,Gulfstream GIV, ,1132,N7JM,1990,01-07-1991,"9,560",US,61,2.59,,,Yes,18/11/2024,,14, , , , , , , , , 
08/05/2025,195,Gulfstream G650,Yes,6039,N90CP,2013,01-09-2013,"4,830",US,144,32.99,,30.6,,30/12/2024,RRCC,15, , ,Yes, , , , , , 
08/05/2025,205,Gulfstream G600, ,73112,N600YZ,2023,01-06-2023,550,US,73,54.95,,51.7,,12/12/2024,ESP-PP,14, , ,Yes, , , , , , 
08/05/2025,194,Gulfstream G550, ,5055,N755VE,2004,01-05-2005,"6,750",US,309,14.99,,13.6,,26/09/2024,RRCC,16, , ,Yes, , , , , , 
08/05/2025,255,Gulfstream G500, ,72074,T7-FAH,2021,01-07-2021,"1,340",SM,742,43.95,,39.75,,25/06/2024,ESP-PP,13, , ,Yes, , , , , , 
08/05/2025,229,Gulfstream G450, ,4080,N555TF,2007,01-07-2007,"4,845",US,171,,Yes,10.7,,24/10/2024,RRCC,14, , , , , , , ,Yes, 
08/05/2025,108,Gulfstream G280, ,2053,XA-FMX,2014,01-12-2014,"3,215",MX,97,14.25,,13.8,,16/12/2024,MSP,9, , , , , , ,Yes, , 
08/05/2025,275,Gulfstream G200, ,029,N929GA,2000,01-09-2001,"4,880",MX,219,3.49,,,Yes,25/04/2025,ESP-G,9, , , , , , , , , 
08/05/2025,199,Gulfstream G150, ,216,N192SW,2006,01-04-2007,"7,020",US,120,4.3,,3.7,,26/09/2024,MSP-G,7, , , , , , , , , 
08/05/2025,203,Global XRS, ,9193,VP-BVG,2006,01-01-2007,"3,945",CH,98,,Yes,10.2,,14/06/2024,,14, , , , , , , , , 
08/05/2025,308,Global Express, ,9100,N146AB,2001,01-11-2002,"5,715",US,286,11.0,,10.5,,15/07/2024,RRCC,13, , , , , , ,Yes, , 
08/05/2025,102,Global 7500, ,70016,N711SW,2019,01-02-2020,"1,250",US,161,60.99,,58.0,,17/12/2024,OnPoint,14, , , , , , , , , 
08/05/2025,209,Global 6000, ,9524,N199LA,2012,01-10-2013,"5,295",US,438,,Yes,23.2,,10/02/2025,RRCC,16, , ,Yes, , , , , , 
08/05/2025,324,Global 5000, ,9212,N436AB,2006,01-06-2007,"4,560",US,642,,Yes,,Yes,03/09/2024,RRCC,13, , , , , , , , , 
08/05/2025,182,Falcon 900EXy, ,129,C-GJPG,2003,01-02-2004,"6,420",CA,86,,Yes,14.0,,17/01/2025,MSP-G,14, , , , , , , , , 
08/05/2025,229,Falcon 900EX, ,012,N699MC,1997,01-07-1998,"10,970",US,480,8.5,,7.8,,17/05/2024,MSP-G,14, , , , , , , ,Yes, 
08/05/2025,171,Falcon 900C, ,188,VH-OAA,2001,01-08-2001,"6,405",AU,171,6.25,,,Yes,16/12/2024,MSP-G,14, , , , , , , , , 
08/05/2025,223,Falcon 900B, ,009,N232CL,1987,01-05-1987,"9,095",US,303,,Yes,6.4,,22/05/2024,MSP,14, , , , , , , , , 
08/05/2025,242,Falcon 8X, ,402,TC-RMK,2015,01-02-2015,"3,930",TR,296,42.0,,,Yes,27/03/2025,ESP-G,14, ,Yes, , , , , , , 
08/05/2025,179,Falcon 7X, ,007,N2016A,2007,01-11-2007,"4,740",US,356,17.99,,16.5,,11/12/2024,ESP-P,12, , , , , , , ,Yes,Yes
08/05/2025,158,Challenger 300, ,182,C-GRQY,2007,01-04-2008,"6,660",CA,280,,Yes,10.8,,15/10/2024,MSP-G,8, , , , , , , , , 
