Date Ingested,Avg. Market Time (days),Make Model,ER,Serial Number,Previous Registration,MFR Year,EIS Date,Current Airframe Hours,Previous Country,Days On Market,Ask Price (M),Ask Price_MO,Sale Price,Sale Price_TBD,Sale Date,Engine Program Type,Passengers,Collins Venue CMS,Ku-band Internet,Ka-band internet,Starlink,BBML,GoGo Biz ATG-4000,GoGo Biz ATG-5000,Gogo Biz Avance L5,SwiftBroadband 
08/05/2025,188,Citation X, ,150,N975JS,2001,01-05-2001,"9,135",US,0,,Yes,,Yes,22/10/2024,RRCC,8, , , , , , , , , 
08/05/2025,153,Citation CJ3, ,352,N906MC,2010,01-12-2010,"3,375",US,135,,Yes,5.2,,28/02/2025,TAP Blue,6, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,437,N35FK,2024,01-04-2024,250,US,111,,Yes,12.5,,11/12/2024,Textron TA,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,681,N313AW,2004,01-11-2004,"5,525",US,106,3.79,,3.5,,17/01/2025,MSP-G,8, , , , , , , , , 
08/05/2025,260,Gulfstream GIVSP, ,1499,N429CK,2002,01-03-2003,"6,725",US,138,,Yes,6.4,,28/08/2024,,13, , , , , , ,Yes, , 
08/05/2025,195,Gulfstream G650,Yes,6532,N788SL,2023,01-06-2023,555,US,140,,Yes,62.0,,02/01/2025,RRCC,17, , ,Yes, , , , , , 
08/05/2025,194,Gulfstream G550, ,5263,N793MG,2009,01-04-2010,"5,525",US,58,21.25,,20.0,,06/12/2024,RRCC,14, , ,Yes, , , , ,Yes, 
08/05/2025,275,Gulfstream G200, ,222,EC-LBB,2009,01-05-2009,"5,970",ES,218,,Yes,5.0,,19/07/2024,ESP,10, , , , , , , , , 
08/05/2025,198,Falcon 2000EXy, ,243,N243CF,2012,01-01-2013,"2,505",US,187,16.9,,16.2,,11/02/2025,JSSI,10, , , , , , , , ,Yes
08/05/2025,115,Embraer Phenom 300, ,395,N395CH,2016,01-01-2017,"2,390",US,104,7.99,,7.8,,21/10/2024,,8, , , , , , ,Yes, , 
08/05/2025,180,Embraer Phenom 100, ,348,OE-FMT,2014,01-05-2015,"1,660",AT,408,,Yes,3.25,,07/06/2024,JSSI,5, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5713,N854AN,2007,01-06-2007,"4,305",US,136,,Yes,6.0,,20/03/2025,Textron PA+,8, , , , , , ,Yes, , 
08/05/2025,144,Citation M2, ,937,N45RM,2016,01-12-2016,995,US,122,,Yes,3.9,,14/02/2025,Textron TA,5, , , , , , ,Yes, , 
08/05/2025,140,Citation XLS+, ,6185,CS-EFF,2015,01-04-2015,"2,720",PT,100,9.3,,,Yes,06/11/2024,Textron PA+,8, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,064,N413CK,2006,01-03-2006,"3,900",US,223,6.9,,6.5,,19/12/2024,Textron PA+,9, , , , , , , , , 
08/05/2025,188,Citation X, ,168,N717SM,2001,01-12-2001,"6,840",US,90,4.29,,3.72,,23/09/2024,RRCC,8, , , , , , , ,Yes, 
08/05/2025,153,Citation CJ3, ,363,N300HF,2011,01-12-2011,"2,870",US,177,5.79,,5.5,,10/10/2024,Textron TA,6, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,440,N550RR,2024,01-05-2024,165,US,115,12.99,,12.85,,03/10/2024,TAP Blue,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,701,N6NR,2004,01-03-2005,"5,285",US,162,3.3,,3.0,,07/08/2024,MSP-G,8, , , , , ,Yes, , , 
08/05/2025,194,Gulfstream G550, ,5265,N247EM,2010,01-05-2010,"3,525",US,181,,Yes,16.5,,18/12/2024,RRCC,17, , , , , , , ,Yes,Yes
08/05/2025,275,Gulfstream G200, ,232,N868SC,2009,01-05-2011,"3,755",US,316,,Yes,5.9,,30/10/2024,ESP-G,8, , , , , , , , , 
08/05/2025,198,Falcon 2000EXy, ,246,D-BOBI,2012,01-10-2012,"2,515",DE,193,16.9,,,Yes,20/12/2024,ESP-G,10, , , , , , , , ,Yes
08/05/2025,115,Embraer Phenom 300, ,422,N843F,2017,01-10-2017,"1,105",US,191,9.95,,9.6,,25/09/2024,ESP-G,8, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,349,N7HM,2014,01-12-2014,"2,645",US,283,3.2,,3.0,,03/02/2025,ESP-P,5, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5729,N510DC,2007,01-11-2007,"3,650",US,390,5.79,,5.6,,06/11/2024,ESP-G,7, , , , , ,Yes, , , 
08/05/2025,144,Citation M2, ,939,N522KL,2016,01-12-2016,"1,460",US,163,4.09,,3.8,,08/11/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6192,N746PC,2015,01-09-2015,"3,900",US,60,,Yes,9.2,,02/04/2025,Textron PA+,8, , , , , ,Yes, , , 
08/05/2025,165,Citation Sovereign, ,065,N680SJ,2006,01-04-2006,"5,670",US,80,,Yes,5.8,,21/02/2025,Textron PA+,8, , , , , , , , , 
08/05/2025,188,Citation X, ,172,N426EJ,2001,01-12-2001,"6,020",US,225,4.45,,4.0,,26/02/2025,JSSI,8, , , , , ,Yes, , , 
08/05/2025,153,Citation CJ3, ,365,N795JS,2011,01-10-2011,"3,805",US,64,5.1,,5.05,,18/12/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,450,N924AM,2024,01-09-2024,150,US,13,12.65,,12.5,,08/10/2024,Textron TA,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,702,N540K,2005,01-03-2005,"4,405",US,249,3.39,,,Yes,25/03/2025,MSP-G,8, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5281,N670RR,2010,01-09-2010,"4,095",US,47,,Yes,21.0,,28/10/2024,RRCC,18, , , , ,Yes,Yes, , ,Yes
08/05/2025,275,Gulfstream G200, ,235,N703MS,2010,01-11-2010,"5,195",US,112,6.99,,5.75,,16/12/2024,ESP-G,9, , , , , ,Yes, , , 
08/05/2025,198,Falcon 2000EXy, ,259,VH-WIO,2012,01-05-2014,"1,585",AU,368,,Yes,,Yes,28/02/2025,ESP-P,10, , , , , ,Yes, , , 
08/05/2025,115,Embraer Phenom 300, ,448,ZS-MPD,2018,01-04-2018,805,ZA,130,10.89,,10.55,,04/06/2024,,8, , , , , , , , ,Yes
08/05/2025,180,Embraer Phenom 100, ,370,D-IUCR,2016,01-08-2016,525,DE,396,3.95,,3.82,,09/09/2024,ESP-GL,5, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5737,N454MM,2007,01-10-2007,"4,320",US,175,6.49,,5.95,,06/06/2024,Textron PA+,7, , , , , ,Yes, , , 
08/05/2025,144,Citation M2, ,956,N63TR,2017,01-06-2017,"1,490",US,76,4.3,,,Yes,03/07/2024,Textron TA,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6200,N408MM,2015,01-12-2015,"2,725",US,54,9.5,,9.1,,26/11/2024,ESP-G,7, , , , , ,Yes, , , 
08/05/2025,165,Citation Sovereign, ,069,N720HW,2006,01-05-2006,"5,410",US,127,,Yes,7.3,,20/11/2024,Textron PA+,11, , , , , , , ,Yes, 
08/05/2025,188,Citation X, ,205,N700RH,2002,01-12-2002,"6,250",US,171,4.2,,3.99,,25/11/2024,RRCC,9, , , , , , , , , 
08/05/2025,153,Citation CJ3, ,368,N723SG,2011,01-10-2011,"2,275",US,43,5.69,,5.4,,16/04/2025,TAP Blue,7, , , , , , ,Yes, , 
08/05/2025,194,Hawker 800XP, ,709,N817SD,2005,01-05-2005,"8,940",US,581,2.65,,,Yes,16/05/2024,MSP-G,6, , , , , , ,Yes, , 
08/05/2025,194,Gulfstream G550, ,5286,N600JD,2010,01-12-2010,"6,220",US,142,18.65,,18.0,,06/06/2024,RRCC,16, , , , ,Yes, , , , 
08/05/2025,275,Gulfstream G200, ,239,N929WQ,2010,01-03-2011,"2,715",US,253,,Yes,6.8,,31/12/2024,ESP-G,10, , , , , , ,Yes, , 
08/05/2025,198,Falcon 2000EXy, ,262,N905TF,2013,01-11-2013,"3,675",US,208,,Yes,15.7,,10/09/2024,ESP-P,10,Yes, , , , , , ,Yes, 
08/05/2025,115,Embraer Phenom 300, ,474,N236RP,2018,01-10-2018,915,US,51,,Yes,11.2,,07/02/2025,ESP-P,8, , , , , , ,Yes, , 
08/05/2025,180,Embraer Phenom 100, ,382,N252AM,2017,01-07-2017,"1,435",US,62,,Yes,3.9,,02/10/2024,JSSI,5, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5750,N1440Z,2007,01-12-2007,"3,515",US,248,5.97,,5.5,,27/06/2024,ESP-GL,8, , , , , , , , , 
08/05/2025,144,Citation M2, ,974,N1022G,2017,01-12-2017,"1,370",US,77,4.2,,4.1,,18/06/2024,Textron TA,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6204,N177HN,2016,01-03-2016,"1,185",VG,106,,Yes,9.9,,02/04/2025,Textron PA+,8, , , , , , , , ,Yes
08/05/2025,165,Citation Sovereign, ,071,N977TC,2006,01-05-2006,"6,515",US,316,5.99,,5.2,,25/04/2025,Textron PA+,9, , , , , , , , , 
08/05/2025,188,Citation X, ,218,D-BLDI,2003,01-10-2003,"7,105",DE,94,4.5,,4.5,,08/07/2024,,8, , , , , , , , , 
08/05/2025,153,Citation CJ3, ,369,N717LB,2011,01-12-2011,"2,510",US,106,,Yes,,Yes,02/01/2025,TAP Blue,6, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,718,N718SJ,2005,01-06-2005,"2,605",GT,204,,Yes,3.3,,29/01/2025,MSP,8, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5311,N526GP,2010,01-04-2011,"4,415",US,175,22.95,,22.6,,23/07/2024,RRCC,18, ,Yes, , , , , , , 
08/05/2025,275,Gulfstream G200, ,248,RP-C9198,2011,01-08-2011,"1,875",IE,97,7.35,,6.9,,26/09/2024,ESP-G,10, , , , , , , , , 
08/05/2025,198,Falcon 2000EXy, ,269,VH-OIN,2013,01-02-2014,"3,440",AU,196,,Yes,19.0,,21/11/2024,ESP-G,10, , , , , , , , ,Yes
08/05/2025,115,Embraer Phenom 300, ,482,N30NB,2018,01-11-2018,"1,020",US,86,11.4,,11.37,,16/10/2024,JSSI,8, , , , , , ,Yes, , 
08/05/2025,180,Embraer Phenom 100, ,402,N432AT,2019,01-05-2019,760,US,46,4.69,,4.69,,28/03/2025,JSSI,5, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5763,N855SC,2008,01-03-2008,"5,885",US,77,6.49,,,Yes,15/01/2025,Textron PA+,8, , , , , ,Yes, , , 
08/05/2025,144,Citation M2, ,975,N531BJ,2017,01-12-2017,"1,515",US,195,3.99,,3.9,,26/12/2024,Textron TA,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6218,N178LC,2016,01-09-2016,"1,585",US,56,10.99,,10.4,,06/12/2024,Textron PA+,8, , , , , ,Yes, , , 
08/05/2025,165,Citation Sovereign, ,075,N250AT,2006,01-07-2006,"2,840",US,261,7.69,,6.3,,04/04/2025,ESP-GL,9, , , , , , , , , 
08/05/2025,188,Citation X, ,235,N255SH,2004,01-12-2004,"7,180",US,177,4.3,,4.1,,11/09/2024,RRCC,9, , , , , , , , , 
08/05/2025,153,Citation CJ3, ,373,N65LW,2011,01-12-2011,"2,705",US,71,5.7,,5.6,,25/03/2025,TAP Blue,7, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,721,N1811S,2005,01-08-2005,"10,125",US,216,2.99,,2.65,,12/08/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,194,Gulfstream G550, ,5316,N99SC,2011,01-06-2011,"5,835",US,34,,Yes,21.75,,19/02/2025,RRCC,18, ,Yes, , , , , , , 
08/05/2025,275,Gulfstream G200, ,249,VP-CSA,2011,01-12-2011,"2,990",GB,603,7.0,,,Yes,06/05/2025,ESP-GL,9, , , , , , , , , 
08/05/2025,198,Falcon 2000EXy, ,291,N84SV,2014,01-05-2015,"2,660",US,358,,Yes,22.0,,20/12/2024,ESP-G,10, , , , , , , ,Yes,Yes
08/05/2025,115,Embraer Phenom 300, ,496,PR-WDL,2018,01-04-2019,700,BR,65,13.0,,12.8,,31/10/2024,JSSI,8, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,422,N689MC,2020,01-07-2020,970,US,135,,Yes,4.45,,21/03/2025,ESP-P,5, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5769,TC-KAV,2008,01-04-2008,"3,120",TR,476,5.9,,5.6,,28/10/2024,,8, , , , , , , , , 
08/05/2025,144,Citation M2, ,994,N525NC,2018,01-06-2018,"1,360",US,0,,Yes,4.15,,26/09/2024,Textron TA,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6228,N17CV,2017,01-04-2017,"2,275",US,77,11.2,,10.99,,09/12/2024,Textron PA+,8, , , , , ,Yes, , , 
08/05/2025,165,Citation Sovereign, ,093,N680MB,2006,01-09-2006,"3,730",US,242,7.0,,6.3,,27/12/2024,Textron PA+,8, , , , , , , ,Yes, 
08/05/2025,188,Citation X, ,245,N200CV,2005,01-09-2005,"5,265",US,213,,Yes,5.4,,31/05/2024,RRCC,8, , , , , , ,Yes, , 
08/05/2025,153,Citation CJ3, ,391,N973CG,2012,01-10-2012,"3,405",US,41,5.5,,5.39,,23/12/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,734,N361CA,2005,01-03-2006,"9,315",US,118,2.59,,1.75,,21/08/2024,,8, , , , , , ,Yes, , 
08/05/2025,194,Gulfstream G550, ,5321,N887MM,2011,01-09-2011,"3,220",US,92,19.95,,19.8,,29/01/2025,RRCC,17, , , , ,Yes, , ,Yes, 
08/05/2025,198,Falcon 2000EXy, ,306,N910TF,2015,01-11-2015,"2,670",US,74,,Yes,23.2,,29/07/2024,ESP-G,10,Yes, , , , , , ,Yes, 
08/05/2025,115,Embraer Phenom 300, ,500,N833LC,2018,01-02-2019,"2,680",US,168,10.99,,9.9,,04/03/2025,ESP-P,8, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,429,N387NE,2021,01-05-2022,540,US,64,,Yes,,Yes,04/02/2025,ESP-P,5, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5815,N413GB,2008,01-12-2008,"5,110",US,119,,Yes,3.95,,07/04/2025,ESP-GL,8, , , , , , , , , 
08/05/2025,144,Citation M2, ,1000,N725AZ,2018,01-10-2018,"2,020",US,49,4.29,,4.15,,14/05/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6243,D-CDDD,2017,01-01-2018,"2,180",DE,237,,Yes,9.9,,18/03/2025,Textron PA+,7, , , , , , , , ,Yes
08/05/2025,165,Citation Sovereign, ,096,N214LV,2006,01-11-2006,"5,065",US,107,5.5,,,Yes,05/12/2024,,9, , , , , , , , , 
08/05/2025,188,Citation X, ,266,N4757B,2007,01-04-2007,"6,975",US,79,5.2,,5.0,,07/02/2025,RRCC,8, , , , , ,Yes, , , 
08/05/2025,153,Citation CJ3, ,396,N438SP,2013,01-04-2013,"3,375",US,152,6.49,,6.0,,11/09/2024,TAP Blue,7, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,737,N63XG,2005,01-11-2005,"5,720",US,266,3.25,,2.9,,24/10/2024,MSP,7, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5347,N79RP,2011,01-03-2012,"4,350",US,106,19.5,,18.9,,12/11/2024,RRCC,14, ,Yes, , , , , ,Yes, 
08/05/2025,198,Falcon 2000EXy, ,313,N1908W,2015,01-06-2016,"2,100",US,107,25.51,,24.0,,28/06/2024,JSSI,10, , , , , , , ,Yes,Yes
08/05/2025,115,Embraer Phenom 300, ,501,N305PX,2018,01-02-2019,515,US,71,,Yes,11.5,,08/10/2024,JSSI,8, , , , , , , , ,Yes
08/05/2025,180,Embraer Phenom 100, ,440,N589PS,2023,01-08-2023,485,US,121,,Yes,5.25,,07/06/2024,ESP-G,5, , , , , , , , , 
08/05/2025,144,Citation M2, ,1002,N659WG,2018,01-09-2018,"1,235",US,208,,Yes,3.8,,04/11/2024,Textron TA,5, , , , , , ,Yes, , 
08/05/2025,140,Citation XLS+, ,6252,XA-RFS,2018,01-09-2018,"1,540",MX,43,11.5,,11.2,,29/01/2025,Textron PA,8, , , , , , , , ,Yes
08/05/2025,165,Citation Sovereign, ,106,N83SD,2006,01-01-2007,"5,860",US,414,,Yes,1.85,,04/04/2025,,8, , , , , , , ,Yes, 
08/05/2025,188,Citation X, ,279,N982DW,2007,01-12-2007,"7,795",US,467,,Yes,5.7,,05/06/2024,RRCC,8, , , , , , , ,Yes, 
08/05/2025,194,Hawker 800XP, ,739,N499PA,2005,01-11-2005,"4,480",US,74,3.19,,2.5,,14/02/2025,MSP-G,8, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5374,N623TA,2012,01-07-2012,"4,395",US,124,21.99,,19.8,,23/12/2024,RRCC,14, , ,Yes, , , , , , 
08/05/2025,198,Falcon 2000EXy, ,316,TC-ASD,2015,01-10-2016,"2,990",TR,157,23.95,,,Yes,21/02/2025,JSSI,10, , , , , , , , , 
08/05/2025,115,Embraer Phenom 300, ,512,N713LV,2019,01-09-2019,"1,230",US,46,,Yes,11.7,,07/02/2025,ESP-G,8, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,444,N6422Z,2023,01-01-2024,285,US,106,5.2,,5.0,,06/09/2024,ESP-P,5, , , , , , , , , 
08/05/2025,144,Citation M2, ,1003,F-HIPP,2018,01-09-2018,895,FR,250,4.5,,4.2,,08/01/2025,TAP Blue,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6260,N178WG,2018,01-02-2019,"1,560",US,115,11.6,,11.4,,29/07/2024,Textron PA+,8, , , , , ,Yes, , , 
08/05/2025,165,Citation Sovereign, ,133,N937JS,2007,01-06-2007,"6,490",US,119,,Yes,7.1,,01/07/2024,Textron PA+,9, , , , , , , , , 
08/05/2025,188,Citation X, ,290,N736XJ,2008,01-10-2008,"11,730",US,70,,Yes,3.25,,17/12/2024,RRCC,8, , , , , , ,Yes, , 
08/05/2025,194,Hawker 800XP, ,756,N75GR,2006,01-03-2006,"9,670",US,244,,Yes,,Yes,15/10/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,194,Gulfstream G550, ,5379,OE-ISN,2012,01-12-2012,"5,600",UA,280,20.9,,20.5,,26/02/2025,RRCC,19, ,Yes, , , , , , , 
08/05/2025,198,Falcon 2000EXy, ,335,N915RB,2017,01-03-2018,"1,780",US,40,26.9,,26.75,,17/12/2024,ESP-P,10, , , , , , , ,Yes, 
08/05/2025,115,Embraer Phenom 300, ,516,PS-FBL,2019,01-01-2020,"1,030",BR,130,13.0,,12.8,,09/07/2024,JSSI,7, , , , , , , , , 
08/05/2025,144,Citation M2, ,1008,N558WG,2018,01-12-2018,"1,265",US,93,3.99,,3.72,,25/02/2025,Textron TA,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6263,N497MN,2019,01-04-2019,"3,425",US,226,12.65,,11.0,,16/12/2024,Textron PA,8, , , , , ,Yes, , ,Yes
08/05/2025,165,Citation Sovereign, ,137,N417AM,2007,01-06-2007,"4,845",US,279,6.99,,6.7,,12/09/2024,Textron PA,9, , , , , , , , , 
08/05/2025,188,Citation X, ,295,N728QL,2008,01-01-2009,"7,395",US,102,4.5,,4.1,,31/12/2024,RRCC,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,773,N569HA,2006,01-10-2006,"8,980",US,20,3.5,,2.7,,24/06/2024,MSP-G,6, , , , , , ,Yes, , 
08/05/2025,194,Gulfstream G550, ,5383,N505SS,2012,01-09-2012,"4,280",US,864,23.0,,22.0,,15/08/2024,RRCC,18, , , , ,Yes, , , , 
08/05/2025,198,Falcon 2000EXy, ,339,N339NJ,2017,01-11-2018,"1,355",US,106,27.99,,25.5,,22/10/2024,ESP-P,10, , ,Yes, , , , ,Yes, 
08/05/2025,115,Embraer Phenom 300, ,534,N660RB,2019,01-10-2019,"2,165",US,216,11.15,,11.1,,30/12/2024,ESP-G,8, , , , , , , , , 
08/05/2025,144,Citation M2, ,1014,C-FMMF,2019,01-03-2019,735,CA,88,,Yes,4.1,,03/12/2024,,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6283,N865M,2019,01-01-2020,"1,240",US,43,,Yes,11.7,,16/05/2024,Textron PA,8, , , , , ,Yes, , , 
08/05/2025,165,Citation Sovereign, ,147,N11GU,2007,01-08-2007,"3,035",US,80,6.4,,5.6,,28/06/2024,,9, , , , , ,Yes, , , 
08/05/2025,188,Citation X, ,301,N92RX,2009,01-07-2009,"4,455",US,515,,Yes,5.5,,15/04/2025,,8, , , , , ,Yes, , , 
08/05/2025,194,Hawker 800XP, ,779,2-NAPA,2006,01-06-2006,"9,195",GG,68,3.2,,2.9,,13/01/2025,MSP-G,6, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5388,N722BV,2012,01-12-2012,"1,375",US,62,,Yes,23.0,,26/09/2024,RRCC,18, , , , , , , ,Yes, 
08/05/2025,198,Falcon 2000EXy, ,340,HB-IBJ,2017,01-01-2019,"2,115",CH,331,25.5,,25.75,,19/02/2025,ESP-P,10, , , , , , , , , 
08/05/2025,115,Embraer Phenom 300, ,535,N889CW,2019,01-11-2019,930,US,60,11.5,,11.2,,17/09/2024,ESP-GL,8, , , , , , ,Yes, , 
08/05/2025,144,Citation M2, ,1015,N35SK,2019,01-03-2019,"1,450",US,211,4.47,,4.22,,17/10/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6303,N721WR,2021,01-09-2021,"1,050",US,48,,Yes,11.8,,23/10/2024,Textron PA+,8, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,150,OK-OSK,2007,01-08-2007,"5,525",CZ,123,5.5,,,Yes,26/04/2025,JSSI,9, , , , , , , , , 
08/05/2025,188,Citation X, ,313,PH-PKX,2012,01-01-2013,"2,420",NL,165,9.95,,9.5,,12/11/2024,RRCC,9, , , , , , , , ,Yes
08/05/2025,194,Gulfstream G550, ,5390,N552X,2012,01-11-2012,"4,175",US,45,18.75,,19.0,,25/04/2025,RRCC,14, , ,Yes, , , , , ,Yes
08/05/2025,198,Falcon 2000EXy, ,351,N671PP,2018,01-05-2019,"3,385",US,239,,Yes,23.5,,27/06/2024,ESP-G,8, , , , , , , ,Yes, 
08/05/2025,115,Embraer Phenom 300, ,547,N110AP,2019,01-01-2020,620,US,50,,Yes,11.75,,22/08/2024,ESP-G,8, , , , , , , ,Yes, 
08/05/2025,144,Citation M2, ,1018,N75MT,2019,01-03-2019,735,US,261,4.69,,4.57,,30/08/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6342,N839CB,2023,01-06-2023,420,US,51,15.5,,15.0,,15/11/2024,Textron PA+,8, , , , , , , ,Yes, 
08/05/2025,165,Citation Sovereign, ,165,N936JS,2007,01-11-2007,"5,315",US,91,7.69,,7.4,,21/06/2024,ESP-G,9, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5391,N8988,2012,01-12-2012,"3,940",US,187,22.95,,22.5,,30/12/2024,RRCC,16, , , , , , , , ,Yes
08/05/2025,198,Falcon 2000EXy, ,367,N481EC,2020,01-01-2021,"1,725",US,0,,Yes,,Yes,02/08/2024,ESP-P,10, , ,Yes, , , , , , 
08/05/2025,115,Embraer Phenom 300, ,566,N84EA,2020,01-09-2020,"1,010",US,15,,Yes,,Yes,02/04/2025,JSSI,8, , , , , , , ,Yes, 
08/05/2025,144,Citation M2, ,1025,N170RA,2019,01-05-2019,815,MX,62,,Yes,4.59,,27/11/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6348,N585ES,2023,01-10-2023,370,US,203,15.99,,15.8,,10/05/2024,ESP-G,8, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,188,N469SW,2008,01-03-2008,"5,960",US,81,8.15,,7.8,,31/05/2024,ESP-G,9, , , , , , ,Yes, , 
08/05/2025,194,Gulfstream G550, ,5394,N534GA,2012,01-02-2013,"4,020",US,92,24.5,,23.2,,29/01/2025,RRCC,17, , , , , , , , , 
08/05/2025,198,Falcon 2000EXy, ,370,PS-ARA,2020,01-12-2020,"1,205",BR,398,29.7,,27.25,,07/10/2024,JSSI,10, , ,Yes, , , , , , 
08/05/2025,115,Embraer Phenom 300, ,578,N1267,2020,01-11-2020,900,US,42,12.9,,12.3,,17/07/2024,ESP-P,8, , , , , , , ,Yes, 
08/05/2025,144,Citation M2, ,1026,N32BB,2019,01-06-2019,655,US,57,4.29,,4.1,,20/11/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6360,N327JA,2024,01-06-2024,290,US,188,15.99,,15.9,,13/01/2025,Textron PA,8, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,216,N997C,2008,01-06-2008,"4,310",US,126,7.69,,6.8,,12/08/2024,Textron PA+,9, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5399,N399FF,2012,01-05-2013,"2,240",US,266,,Yes,,Yes,15/04/2025,RRCC,16, , ,Yes, , , , , ,Yes
08/05/2025,198,Falcon 2000EXy, ,377,N21LC,2021,01-11-2021,945,US,56,,Yes,31.0,,11/10/2024,,10, , , , , , , ,Yes, 
08/05/2025,115,Embraer Phenom 300, ,673,2-TIJL,2022,01-06-2022,"1,065",GB,166,13.0,,12.9,,17/03/2025,,9, , , , , , , , ,Yes
08/05/2025,144,Citation M2, ,1048,N525FD,2020,01-03-2020,485,US,47,4.9,,4.65,,16/10/2024,Textron TA,5, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,236,N12F,2008,01-12-2008,"5,325",US,97,,Yes,7.6,,06/06/2024,Textron PA+,9, , , , , , ,Yes, , 
08/05/2025,194,Gulfstream G550, ,5401,N923EL,2012,01-03-2013,"4,210",US,142,22.99,,22.0,,21/03/2025,RRCC,14, , , , , ,Yes, , ,Yes
08/05/2025,198,Falcon 2000EXy, ,601,N331DC,2007,01-04-2008,"5,090",US,235,8.49,,8.0,,25/03/2025,ESP-G,10, , , , , , , , , 
08/05/2025,115,Embraer Phenom 300, ,681,N853GR,2022,01-10-2022,655,US,41,13.2,,13.2,,17/12/2024,JSSI,8, , , , , , , , ,Yes
08/05/2025,144,Citation M2, ,1069,N242SD,2020,01-12-2020,"1,070",US,126,4.75,,4.4,,17/01/2025,Textron TA,5, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,239,N636BC,2008,01-10-2008,"5,610",US,99,7.29,,6.72,,11/12/2024,Textron PA+,9, , , , , ,Yes, , , 
08/05/2025,194,Gulfstream G550, ,5412,N721V,2013,01-06-2013,"3,975",US,85,16.99,,,Yes,16/04/2025,,16, ,Yes, , , , , , , 
08/05/2025,115,Embraer Phenom 300, ,722,N598TB,2023,01-06-2023,415,US,21,14.75,,,Yes,01/07/2024,,8, , , , , , , ,Yes, 
08/05/2025,144,Citation M2, ,1071,N188PP,2021,01-02-2021,525,US,162,4.69,,4.5,,28/02/2025,,5, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,266,N138KV,2009,01-12-2009,"6,025",US,138,6.69,,,Yes,22/04/2025,ESP-GL,10, , , , , , , ,Yes, 
08/05/2025,194,Gulfstream G550, ,5415,HB-IIW,2013,01-06-2013,"3,310",KY,0,,Yes,21.0,,05/03/2025,RRCC,16, ,Yes, , ,Yes, , , , 
08/05/2025,115,Embraer Phenom 300, ,803,N88W,2024,01-07-2024,260,US,24,14.5,,14.1,,19/12/2024,ESP-G,6, , , , , , , ,Yes, 
