Zpid,Street_address,City,State,ZipCode,Full Address,Price,Beds,Baths,Sqr_feet,Home_Status,Home_Type,Agent_name,Agent_phone,Listing Photos,Property_URL
440847534,4673 Jane St #811,Toronto,ON,M3N2L1,4673 Jane St #811 Toronto ON M3N2L1,"C$240,000",1,1.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/e97095787e74850d2ca5b5f53ed2b709-p_e.jpg', 'https://photos.zillowstatic.com/fp/8f157c4ceb7069b05ace7870313f2fcc-p_e.jpg', 'https://photos.zillowstatic.com/fp/31c76abc2e01a7dd29562c0bef92a3c2-p_e.jpg', 'https://photos.zillowstatic.com/fp/71311b55b66eb0c78979d87be40377b7-p_e.jpg', 'https://photos.zillowstatic.com/fp/d889c09537843a3a0109921c3efa2454-p_e.jpg', 'https://photos.zillowstatic.com/fp/bbb6c054beb9bfaacf93b4ffb5e51fbd-p_e.jpg', 'https://photos.zillowstatic.com/fp/ec0282f9750f37e05f946f8034cc3b03-p_e.jpg', 'https://photos.zillowstatic.com/fp/f0593a808e0fcd637bf367df0a935257-p_e.jpg']",https://www.zillow.com/homedetails/4673-Jane-St-811-Toronto-ON-M3N-2L1/440847534_zpid/
447248803,77 Shuter St S #303,Toronto,ON,M5B0B8,77 Shuter St S #303 Toronto ON M5B0B8,"C$499,999",2,1.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/1c353aa0af5118ce41fcff851bc97814-p_e.jpg', 'https://photos.zillowstatic.com/fp/9a863b9644a2a785e06503bfd2f4dc24-p_e.jpg', 'https://photos.zillowstatic.com/fp/6863aa77619c40e8d77bb0a544ee2e42-p_e.jpg', 'https://photos.zillowstatic.com/fp/4cef0ef99d37bdd74d7f934d22ba0095-p_e.jpg', 'https://photos.zillowstatic.com/fp/413848f04da1f5b0ea939526aa81d5d9-p_e.jpg', 'https://photos.zillowstatic.com/fp/b47a072bede6279134efd4e65b25d789-p_e.jpg', 'https://photos.zillowstatic.com/fp/a9498339ded80ffbeedf64f70b8c2868-p_e.jpg', 'https://photos.zillowstatic.com/fp/1f629549dbba67e9b5b10cc0b12055d1-p_e.jpg', 'https://photos.zillowstatic.com/fp/40a550349816eba8227fee14bcc2e59f-p_e.jpg', 'https://photos.zillowstatic.com/fp/1f3e454881ea89651eeaf4427b4a16e2-p_e.jpg', 'https://photos.zillowstatic.com/fp/facfc592e12d36aba47f107244ea9107-p_e.jpg', 'https://photos.zillowstatic.com/fp/396eb5c7182ea7191c4e21b73df515cc-p_e.jpg', 'https://photos.zillowstatic.com/fp/0c8bede9443398906df3ccb2cd3d9c41-p_e.jpg', 'https://photos.zillowstatic.com/fp/ccff80cf22419dfa2712837be578367f-p_e.jpg', 'https://photos.zillowstatic.com/fp/7eb69257656630d3150e2a2b002982f3-p_e.jpg', 'https://photos.zillowstatic.com/fp/08335bcd1c7f5294ad152611750c46a1-p_e.jpg', 'https://photos.zillowstatic.com/fp/44a935b61e29455fba77390694f4d783-p_e.jpg', 'https://photos.zillowstatic.com/fp/1c97c289266622cca60ddd8c8d18cc8f-p_e.jpg', 'https://photos.zillowstatic.com/fp/78a36c0b61db287bbf66d97c942b800d-p_e.jpg', 'https://photos.zillowstatic.com/fp/e8ea9296a066ec53478c15cadd6a9227-p_e.jpg', 'https://photos.zillowstatic.com/fp/5fb6b651263b46061918295086ba3533-p_e.jpg', 'https://photos.zillowstatic.com/fp/3c053d274eea790c3d3ddf0eded2460d-p_e.jpg', 'https://photos.zillowstatic.com/fp/54876cc6a378a8a528fa615a3fcd7aac-p_e.jpg', 'https://photos.zillowstatic.com/fp/c84d3af7d546c84ff1184e6d1900c631-p_e.jpg', 'https://photos.zillowstatic.com/fp/f9ee1d1959db78f918c9cdbd937d327a-p_e.jpg']",https://www.zillow.com/homedetails/77-Shuter-St-S-303-Toronto-ON-M5B-0B8/447248803_zpid/
447164465,2470 Eglinton Ave W #1701,Toronto,ON,M6M5E7,2470 Eglinton Ave W #1701 Toronto ON M6M5E7,"C$498,000",3,2.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/d0b77c9b878f179324bfe842bd9c64e0-p_e.jpg', 'https://photos.zillowstatic.com/fp/7eac7544e90fd904feff817142317dac-p_e.jpg', 'https://photos.zillowstatic.com/fp/5530f3a4aa04da34f3b4521b993c1620-p_e.jpg', 'https://photos.zillowstatic.com/fp/754feb4e9b919160e80ddd52a53d4fdc-p_e.jpg', 'https://photos.zillowstatic.com/fp/a5459afe3fa53ec6a57c6c37bdc783a6-p_e.jpg', 'https://photos.zillowstatic.com/fp/bf86ae87a5ce6f259b2df02890ad58c8-p_e.jpg', 'https://photos.zillowstatic.com/fp/da4502863871e1c2471a500028f546a9-p_e.jpg', 'https://photos.zillowstatic.com/fp/5e2829ad24924238059a053ed0791287-p_e.jpg', 'https://photos.zillowstatic.com/fp/c4d5c86511953d3695dc0952e0b2ffbe-p_e.jpg', 'https://photos.zillowstatic.com/fp/9e2baecfaf3a9c0a04d37a791be6ccf2-p_e.jpg', 'https://photos.zillowstatic.com/fp/4d7948e0810097e5bf9fa2942cc8e271-p_e.jpg', 'https://photos.zillowstatic.com/fp/f66ee6c073118d40321cc4d49c33cc8d-p_e.jpg', 'https://photos.zillowstatic.com/fp/404b87c93c8290a0298d14e480d844d2-p_e.jpg', 'https://photos.zillowstatic.com/fp/f07b3233468b2fb46b1a220be0615e36-p_e.jpg', 'https://photos.zillowstatic.com/fp/9a4f732f7286800c40cf80fcf8842d3e-p_e.jpg', 'https://photos.zillowstatic.com/fp/af0f1f1826b75affdc112a75dad4ee06-p_e.jpg', 'https://photos.zillowstatic.com/fp/1d99cd726e44315fa4877275c8e476d6-p_e.jpg', 'https://photos.zillowstatic.com/fp/3541936de711936eec3878e2a024cab0-p_e.jpg', 'https://photos.zillowstatic.com/fp/0e9c5164aa0687f305b97e906de35d26-p_e.jpg', 'https://photos.zillowstatic.com/fp/2bfcdf8d94542136e3ac33e981d613b0-p_e.jpg', 'https://photos.zillowstatic.com/fp/e5cbeede88489b5a7e6be4eabd886aa5-p_e.jpg', 'https://photos.zillowstatic.com/fp/35300fe5bd823ca67f7fe3e40424589d-p_e.jpg', 'https://photos.zillowstatic.com/fp/bed83ff11bc2587875be7e6a69ca276d-p_e.jpg', 'https://photos.zillowstatic.com/fp/12471aac59ceec2df7d9e6333d0ec805-p_e.jpg', 'https://photos.zillowstatic.com/fp/435902f23be7493a341bb6b1869a3096-p_e.jpg']",https://www.zillow.com/homedetails/2470-Eglinton-Ave-W-1701-Toronto-ON-M6M-5E7/447164465_zpid/
445011191,100 Mornelle Ct UNIT 2026,Toronto,ON,M1E4X2,100 Mornelle Ct UNIT 2026 Toronto ON M1E4X2,"C$489,900",3,2.0,,Townhouse for sale,TOWNHOUSE,,,"['https://photos.zillowstatic.com/fp/a2ec4cb8603d2a34365aee961222e344-p_e.jpg', 'https://photos.zillowstatic.com/fp/9d34a904e3e75c55cebd88334ada5c71-p_e.jpg', 'https://photos.zillowstatic.com/fp/04aad7cd185c5b65a7c4cebbc60ff073-p_e.jpg', 'https://photos.zillowstatic.com/fp/e6cf6aa31f280cfe1deb6b135f1366a6-p_e.jpg', 'https://photos.zillowstatic.com/fp/a371ebe0b403be64776397dc9ff0d10e-p_e.jpg', 'https://photos.zillowstatic.com/fp/dc1dda244bc51c262c810a483555c5b1-p_e.jpg', 'https://photos.zillowstatic.com/fp/2e8112068dfa5cb39d88e413a5c37fbb-p_e.jpg', 'https://photos.zillowstatic.com/fp/e7b8607c6c8acf848eed136479ef85ec-p_e.jpg', 'https://photos.zillowstatic.com/fp/5a6c348128758c37060d3f4a7accffb6-p_e.jpg', 'https://photos.zillowstatic.com/fp/5435e0e244c642636dba4b1aa65d7e9e-p_e.jpg', 'https://photos.zillowstatic.com/fp/f8cfb8eab41d3ee43dea9321e0beef99-p_e.jpg', 'https://photos.zillowstatic.com/fp/2bcc7c5e1db0aefc0a2aacd61315f58c-p_e.jpg', 'https://photos.zillowstatic.com/fp/0e04ed9dcd033d52e2ad688e664a7487-p_e.jpg', 'https://photos.zillowstatic.com/fp/8edf3a662d6fc970467b605d6007759f-p_e.jpg']",https://www.zillow.com/homedetails/100-Mornelle-Ct-UNIT-2026-Toronto-ON-M1E-4X2/445011191_zpid/
402495001,120 Harrison Garden Blvd #109,Toronto,ON,M2N,120 Harrison Garden Blvd #109 Toronto ON M2N,"C$488,000",2,1.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/92ea0cde35f52047f2e73b38b031186d-p_e.jpg', 'https://photos.zillowstatic.com/fp/b2e260dcc5bc6b1fa85bcc82a410c120-p_e.jpg', 'https://photos.zillowstatic.com/fp/3455aaf0b9b361a1d19bba04c291ad54-p_e.jpg', 'https://photos.zillowstatic.com/fp/203daeb934e5a8377188e990a9c4989e-p_e.jpg', 'https://photos.zillowstatic.com/fp/ab07aec68dd8e7f7d75287bc52f1ec4d-p_e.jpg', 'https://photos.zillowstatic.com/fp/df4e30deea790eb2e71d90d668bec81a-p_e.jpg', 'https://photos.zillowstatic.com/fp/5fdec944d1cf4249a40e7bfb9680e59c-p_e.jpg', 'https://photos.zillowstatic.com/fp/b60bc589d383e7f7842e5fe2c948f433-p_e.jpg', 'https://photos.zillowstatic.com/fp/8d9b448c834a0e17fac1f9a77e69db05-p_e.jpg', 'https://photos.zillowstatic.com/fp/6feba77230bd20be8d3122963fd9f98e-p_e.jpg', 'https://photos.zillowstatic.com/fp/34fcc6f74bc878bfb591560da1598ab2-p_e.jpg', 'https://photos.zillowstatic.com/fp/f2d9fec0d310ff3fa79ec704fcfe77c6-p_e.jpg', 'https://photos.zillowstatic.com/fp/b89a808ed7b743a3523d8a51e7623624-p_e.jpg', 'https://photos.zillowstatic.com/fp/768f1cf3dbb1fb3605a666d5f0a41aea-p_e.jpg', 'https://photos.zillowstatic.com/fp/ce6a553ed41ab16bd66b499e66f6066b-p_e.jpg', 'https://photos.zillowstatic.com/fp/e47017eef1670d8c62142314210c2e30-p_e.jpg', 'https://photos.zillowstatic.com/fp/f39f5f230ee4ec892d16012b1fe4e81c-p_e.jpg', 'https://photos.zillowstatic.com/fp/6c5657c5089fa08f124549cab8786a78-p_e.jpg', 'https://photos.zillowstatic.com/fp/881ab2882238168110d9baa1b60728b6-p_e.jpg']",https://www.zillow.com/homedetails/120-Harrison-Garden-Blvd-109-Toronto-ON-M2N/402495001_zpid/
447323274,155 Downsview Park Blvd #208,Toronto,ON,M3K0E3,155 Downsview Park Blvd #208 Toronto ON M3K0E3,"C$599,000",2,3.0,,Townhouse for sale,TOWNHOUSE,,,"['https://photos.zillowstatic.com/fp/92e5d36a37a2d911f7c043345398121e-p_e.jpg', 'https://photos.zillowstatic.com/fp/1ca6863b68aec453823af4b27d3c579a-p_e.jpg', 'https://photos.zillowstatic.com/fp/2f29bbf9b14181b7c92dfa625279e744-p_e.jpg', 'https://photos.zillowstatic.com/fp/321c18ee72ad8fc5d9ceb0f6aa692bc1-p_e.jpg', 'https://photos.zillowstatic.com/fp/fc4084a0926e364297c11b858184ef69-p_e.jpg', 'https://photos.zillowstatic.com/fp/09edf7d91c4f4f4668fd0b5371816bd3-p_e.jpg', 'https://photos.zillowstatic.com/fp/04d7f0e58222991dd17240cab89dd1d4-p_e.jpg', 'https://photos.zillowstatic.com/fp/f355d5570e4b0acd0be63ba2bf1f3686-p_e.jpg', 'https://photos.zillowstatic.com/fp/d401c296bd213434ce02e88ea44b47b2-p_e.jpg', 'https://photos.zillowstatic.com/fp/f40e2429319d11d2932c25a7770b7ad9-p_e.jpg', 'https://photos.zillowstatic.com/fp/56a66483bf04c4038c64b3cecbbb6caa-p_e.jpg', 'https://photos.zillowstatic.com/fp/c6e84c876fb17addd4190ebefc24f9d0-p_e.jpg', 'https://photos.zillowstatic.com/fp/ed16b011b9d9244df0d3dacab8103492-p_e.jpg']",https://www.zillow.com/homedetails/155-Downsview-Park-Blvd-208-Toronto-ON-M3K-0E3/447323274_zpid/
2054519736,99 Foxbar Rd #801,Toronto,ON,M4V0B2,99 Foxbar Rd #801 Toronto ON M4V0B2,"C$599,800",2,1.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/246d63e0fa57a4677c5a794413ea82f4-p_e.jpg', 'https://photos.zillowstatic.com/fp/45799f987ac52efe14ffb6ce3ba9fcdc-p_e.jpg', 'https://photos.zillowstatic.com/fp/9de57b3a16839a110dc7ea23ac2cf6df-p_e.jpg', 'https://photos.zillowstatic.com/fp/51a0a03354d30728c7132b09bffd594e-p_e.jpg', 'https://photos.zillowstatic.com/fp/9eecf3d3fd2aefbac4898f315ab31d9d-p_e.jpg', 'https://photos.zillowstatic.com/fp/1291e0ad608e8103c954649c3ddeeabd-p_e.jpg', 'https://photos.zillowstatic.com/fp/ab25fe478940be5672847ce5101e1759-p_e.jpg', 'https://photos.zillowstatic.com/fp/8561ded24627ec0910e2f0acb85a3a1b-p_e.jpg', 'https://photos.zillowstatic.com/fp/58ac1b08dfafb8a587c9e5f70ff9b375-p_e.jpg', 'https://photos.zillowstatic.com/fp/ec7a46ac1923b516313a80bdff9217ec-p_e.jpg', 'https://photos.zillowstatic.com/fp/92a9badd8193cb745d27809fae82e425-p_e.jpg', 'https://photos.zillowstatic.com/fp/5f2ee715ce945d6351b7bc471428b1ad-p_e.jpg', 'https://photos.zillowstatic.com/fp/aceffbde67d1337fac413d4a3e0bddc6-p_e.jpg', 'https://photos.zillowstatic.com/fp/48775e917fbf909e825543a23f9124ff-p_e.jpg', 'https://photos.zillowstatic.com/fp/29684dde3b3ba9bc56bbd7ab73d08c9e-p_e.jpg', 'https://photos.zillowstatic.com/fp/d6c6529d6b1457344abec05e157d2e17-p_e.jpg', 'https://photos.zillowstatic.com/fp/5f36715f6de015e5879e4df98b58e6c6-p_e.jpg', 'https://photos.zillowstatic.com/fp/5a97a996fff00623f4900ffa53c93c72-p_e.jpg', 'https://photos.zillowstatic.com/fp/1d541ccf439ad30417b46377b32f091f-p_e.jpg', 'https://photos.zillowstatic.com/fp/cc3cf8b74f3ed1eb6505b4c33c7ec633-p_e.jpg', 'https://photos.zillowstatic.com/fp/d57fff4c3436e2c3c34f2d6ebde36841-p_e.jpg', 'https://photos.zillowstatic.com/fp/9f4cb583d6c8ab9f5e9ef940168e0ca2-p_e.jpg', 'https://photos.zillowstatic.com/fp/e748a2bf5afc9885e62ebdc8d4a2823b-p_e.jpg', 'https://photos.zillowstatic.com/fp/221502e6f64eecbdc2f72959a8a862b5-p_e.jpg', 'https://photos.zillowstatic.com/fp/1beb4b2efc31fceccc96cb927e25472a-p_e.jpg', 'https://photos.zillowstatic.com/fp/4e7fde6429fd336a376d3729858f74d8-p_e.jpg', 'https://photos.zillowstatic.com/fp/a4be2a7bc7a5c5f1aa8cbcf0c7f6b13a-p_e.jpg']",https://www.zillow.com/homedetails/99-Foxbar-Rd-801-Toronto-ON-M4V-0B2/2054519736_zpid/
2071568814,197 Yonge St #2612,Toronto,ON,M5B0C1,197 Yonge St #2612 Toronto ON M5B0C1,"C$399,900",0,1.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/d11a85a1fa249b86282e4a8a172ae7b1-p_e.jpg', 'https://photos.zillowstatic.com/fp/8776d9f9ff1bc2cf556c2adbc359ddf5-p_e.jpg', 'https://photos.zillowstatic.com/fp/748b718813c0045793dabe83471ed21e-p_e.jpg', 'https://photos.zillowstatic.com/fp/c44f1e6cb5e3d53fb6c9580758d3be03-p_e.jpg', 'https://photos.zillowstatic.com/fp/3e8c02e7877ff99db19993f7d1a92f3e-p_e.jpg', 'https://photos.zillowstatic.com/fp/6fbfd302152bc4ffa115ace7f4e416b5-p_e.jpg', 'https://photos.zillowstatic.com/fp/65ad4895620a5a96e40a6e4286e5d071-p_e.jpg', 'https://photos.zillowstatic.com/fp/1672e421b62933ad1d9e43d734fadeda-p_e.jpg', 'https://photos.zillowstatic.com/fp/db6d5e94cc7d08955652c4c91597b04a-p_e.jpg', 'https://photos.zillowstatic.com/fp/abdccd151ee93f4ae39cccef5647c9af-p_e.jpg', 'https://photos.zillowstatic.com/fp/4c6ca330b89d95d300085d2948fdbd2a-p_e.jpg', 'https://photos.zillowstatic.com/fp/018a5800c164da2712cc7f54d9d4845b-p_e.jpg', 'https://photos.zillowstatic.com/fp/853e14f0995275a05ba3cc136fea17dd-p_e.jpg', 'https://photos.zillowstatic.com/fp/586c443a7987266da2d32afd5629c76d-p_e.jpg', 'https://photos.zillowstatic.com/fp/8ba910b9681011020d23065cc8b69b5a-p_e.jpg', 'https://photos.zillowstatic.com/fp/427ed8659b22f7ca28b7f2362a3e841a-p_e.jpg', 'https://photos.zillowstatic.com/fp/1bb58f627ef259008046a0987be98ca0-p_e.jpg', 'https://photos.zillowstatic.com/fp/85d783187f9c532d772b1a6392ce62f8-p_e.jpg', 'https://photos.zillowstatic.com/fp/ab38313fe9d7326d1663373962041cce-p_e.jpg', 'https://photos.zillowstatic.com/fp/a71f8fa6568246a68652c07b7f44a678-p_e.jpg', 'https://photos.zillowstatic.com/fp/ae1a872a13ca3a3a32b55a2d526ce7f3-p_e.jpg', 'https://photos.zillowstatic.com/fp/824b52976fc5778808cdc867160158fe-p_e.jpg', 'https://photos.zillowstatic.com/fp/b5f3834c52bd502d7e515da6a6222dbf-p_e.jpg', 'https://photos.zillowstatic.com/fp/a6468481784347ce77e8583eed17cc86-p_e.jpg', 'https://photos.zillowstatic.com/fp/5d1f5cc54b859f92ceb41320982d4129-p_e.jpg', 'https://photos.zillowstatic.com/fp/6538acbc3d2d874052cb189ee1ec6c99-p_e.jpg']",https://www.zillow.com/homedetails/197-Yonge-St-2612-Toronto-ON-M5B-0C1/2071568814_zpid/
2053128417,2001 Bonnymede Dr #140,Mississauga,ON,L5J4H8,2001 Bonnymede Dr #140 Mississauga ON L5J4H8,"C$559,000",3,1.0,1100,Condo for sale,CONDO,"Kelly Goss, Salesperson",905-664-5000,"['https://photos.zillowstatic.com/fp/440395fa907e3045136f82b4291bbbf3-p_e.jpg', 'https://photos.zillowstatic.com/fp/613593a5bb0725f40f9d99ba0239636e-p_e.jpg', 'https://photos.zillowstatic.com/fp/d8180a3bbcd5c655c49bb49490092e95-p_e.jpg', 'https://photos.zillowstatic.com/fp/b8ffbe2aab5800d029cca033bcab1338-p_e.jpg', 'https://photos.zillowstatic.com/fp/efad6c8ca93362c87062c2021ed02b4c-p_e.jpg', 'https://photos.zillowstatic.com/fp/4c76026fce2cb2baa624287231ec692c-p_e.jpg']",https://www.zillow.com/homedetails/2001-Bonnymede-Dr-140-Mississauga-ON-L5J-4H8/2053128417_zpid/
2060172547,32 Lewis St,Toronto,ON,M4M2H3,32 Lewis St Toronto ON M4M2H3,"C$979,000",3,2.0,,Townhouse for sale,TOWNHOUSE,,,"['https://photos.zillowstatic.com/fp/28b96c3b120861e81e6b7093f76dabaa-p_e.jpg', 'https://photos.zillowstatic.com/fp/35deeeec04e18b56dc50aaa154d58ab9-p_e.jpg', 'https://photos.zillowstatic.com/fp/5b77615e98d2c5e369faa2e962ed9645-p_e.jpg', 'https://photos.zillowstatic.com/fp/b1341959087e4e0fd7d54c41cebd1287-p_e.jpg', 'https://photos.zillowstatic.com/fp/a9307e72a3ee08add4d66360815b9f6a-p_e.jpg', 'https://photos.zillowstatic.com/fp/bf22f1273dc1d48e2e4c617fa56e49b1-p_e.jpg', 'https://photos.zillowstatic.com/fp/2ca1a8c4b01d1b0d19da2da0b0c92816-p_e.jpg', 'https://photos.zillowstatic.com/fp/997e34aa788638b2dd572790df48f7ea-p_e.jpg', 'https://photos.zillowstatic.com/fp/4a269ecc703a93b3cbda4c17366d8576-p_e.jpg', 'https://photos.zillowstatic.com/fp/0ff72bb6e85397279f35bda3b39432e8-p_e.jpg', 'https://photos.zillowstatic.com/fp/4bf61059db9e2a80a9ed7e838e5917a8-p_e.jpg', 'https://photos.zillowstatic.com/fp/25f7e9da2dc35cb8a40f4df9c08be3a3-p_e.jpg', 'https://photos.zillowstatic.com/fp/2494b3cf71ee698e285b74626b3c8673-p_e.jpg', 'https://photos.zillowstatic.com/fp/1e834b527cf7c9ec1c756c24bb5eb2c7-p_e.jpg', 'https://photos.zillowstatic.com/fp/19fdb11fae3bf0f4ce377bc9fb843f18-p_e.jpg', 'https://photos.zillowstatic.com/fp/7a2743245603021afa44168f1d79e2bd-p_e.jpg', 'https://photos.zillowstatic.com/fp/48d83349d9a9f92de96ac9592f842128-p_e.jpg', 'https://photos.zillowstatic.com/fp/01d14fbf2347a717697580784701bfeb-p_e.jpg', 'https://photos.zillowstatic.com/fp/368354870718969b32faf85c83bd462b-p_e.jpg', 'https://photos.zillowstatic.com/fp/65bf16c5169e95f248ae3acd7afb2849-p_e.jpg', 'https://photos.zillowstatic.com/fp/f128dba46ff4fa43cc29d69a23d25d09-p_e.jpg', 'https://photos.zillowstatic.com/fp/1b4a6925a4895a3c0dc352e30aeb947c-p_e.jpg', 'https://photos.zillowstatic.com/fp/33d86115cb2b571c703da1c84bb131cf-p_e.jpg', 'https://photos.zillowstatic.com/fp/0f3bb45c65c1fe5e26bce503141093f7-p_e.jpg', 'https://photos.zillowstatic.com/fp/d25c244768b560b2a3ee8a2e381918b9-p_e.jpg', 'https://photos.zillowstatic.com/fp/d94dbaaa7fa3ddb1a255bb88b07d7c4a-p_e.jpg', 'https://photos.zillowstatic.com/fp/025b41fbfa7c3e026b5ad54e3b44812a-p_e.jpg', 'https://photos.zillowstatic.com/fp/d1d47d5b143bef4c11826bd3ae0cac95-p_e.jpg', 'https://photos.zillowstatic.com/fp/310b6894c146f2e68c20c295bf7991fb-p_e.jpg', 'https://photos.zillowstatic.com/fp/fe5bc8f703323dea67036aab1319a4c9-p_e.jpg', 'https://photos.zillowstatic.com/fp/417daadb1a193961d233150dc3ac00d8-p_e.jpg', 'https://photos.zillowstatic.com/fp/3bebd512bd1018ecd79dedf1ac836758-p_e.jpg', 'https://photos.zillowstatic.com/fp/e994ce88f0edb2395a0447669cf321aa-p_e.jpg', 'https://photos.zillowstatic.com/fp/a6edbf34e9703dfb846052751e2d491b-p_e.jpg', 'https://photos.zillowstatic.com/fp/9b9b51fce9d6c75a0f22761c0f714b88-p_e.jpg', 'https://photos.zillowstatic.com/fp/b7075dd33d0e1f8b0410720cf7a148a0-p_e.jpg', 'https://photos.zillowstatic.com/fp/770c9176d3c73761b20174c82f46a1ea-p_e.jpg', 'https://photos.zillowstatic.com/fp/2794d63f565ee5aa9037cbd8c7b9b0ff-p_e.jpg', 'https://photos.zillowstatic.com/fp/b679a8f32566c06e3f90213b8e8d4f2c-p_e.jpg', 'https://photos.zillowstatic.com/fp/349b4520d64c9fe98da0cd83a99fe928-p_e.jpg']",https://www.zillow.com/homedetails/32-Lewis-St-Toronto-ON-M4M-2H3/2060172547_zpid/
447518650,388D Manning Ave,Toronto,ON,M6G2V7,388D Manning Ave Toronto ON M6G2V7,"C$839,000",2,2.0,,Townhouse for sale,TOWNHOUSE,,,"['https://photos.zillowstatic.com/fp/10fb0aa7339d527dc5fd536da97d2209-p_e.jpg', 'https://photos.zillowstatic.com/fp/5ddac3e02e2a70aa35b037de15300ede-p_e.jpg', 'https://photos.zillowstatic.com/fp/89e57502e45a65ec2206c323ba4c88a2-p_e.jpg', 'https://photos.zillowstatic.com/fp/4ce3d261831967a0732fe10cdc4b479d-p_e.jpg', 'https://photos.zillowstatic.com/fp/b7a3ea95a43ce6ea4e0e880b4f395d50-p_e.jpg', 'https://photos.zillowstatic.com/fp/f32c5c03209e8d8f3409d44934a48bd5-p_e.jpg', 'https://photos.zillowstatic.com/fp/b8defa554c55646c9e6fffe5672e650a-p_e.jpg', 'https://photos.zillowstatic.com/fp/5d556c6fd2473be7d5805ca9565e3842-p_e.jpg', 'https://photos.zillowstatic.com/fp/749bda7707c02d8ab3ce7ee65cd02cd1-p_e.jpg', 'https://photos.zillowstatic.com/fp/3dcd28d94c1998e7b313d6f1a4f5a322-p_e.jpg', 'https://photos.zillowstatic.com/fp/aecddc373c20e0059b69e94f0d1bafa9-p_e.jpg', 'https://photos.zillowstatic.com/fp/74dd9152ac8ace5f512c1729825d717c-p_e.jpg', 'https://photos.zillowstatic.com/fp/6d434cb7c2f9d3610cf2ff1a66ffe0b7-p_e.jpg', 'https://photos.zillowstatic.com/fp/e6f74ccd28acea2a458b764a082713a0-p_e.jpg', 'https://photos.zillowstatic.com/fp/ba4947fa66829756ab1de80a579c3e24-p_e.jpg', 'https://photos.zillowstatic.com/fp/1cf3b0b11fa56211d4eaab0ae10fc61b-p_e.jpg', 'https://photos.zillowstatic.com/fp/bc3d00e67954173c4bf399498ba59dea-p_e.jpg', 'https://photos.zillowstatic.com/fp/4a7099681669876c0f0511249c16d763-p_e.jpg', 'https://photos.zillowstatic.com/fp/70122e3507b9735d4627f54486fcf990-p_e.jpg', 'https://photos.zillowstatic.com/fp/c14e4c322769c40b3a243c6006219ac9-p_e.jpg', 'https://photos.zillowstatic.com/fp/63a6d34c09e2b12a439420aae08a2828-p_e.jpg', 'https://photos.zillowstatic.com/fp/25092eb795b24b1e680f473eb31f2f49-p_e.jpg', 'https://photos.zillowstatic.com/fp/3c173a0534b484d8d36bda6c7c2b5526-p_e.jpg', 'https://photos.zillowstatic.com/fp/22392510ac88d4b37f07d433a8bc35ee-p_e.jpg', 'https://photos.zillowstatic.com/fp/9ee8f384a0477f5c2373ad0fd3ce337e-p_e.jpg', 'https://photos.zillowstatic.com/fp/a4e3fdc5fbb3c9ac6f38c3f78c07a73b-p_e.jpg', 'https://photos.zillowstatic.com/fp/02f75237f7d184d4b0ca053b20026b08-p_e.jpg', 'https://photos.zillowstatic.com/fp/f8a473c02d5358903d45b42a787de2cd-p_e.jpg']",https://www.zillow.com/homedetails/388D-Manning-Ave-Toronto-ON-M6G-2V7/447518650_zpid/
