Team,Category,Date,vs,Opp,Game Result,Team Pts,Opp Pts,Spread,eFG #,eFG %,Rim #,Rim %,Short Mid #,Short Mid %,Long Mid #,Long Mid %,All Mid #,All Mid %,Corner Three #,Corner Three %,Non Corner #,Non Corner %,All Three #,All Three %,Pts/Poss %,Pts/Poss #,ALL TRANSITION Pts+/Poss %,ALL TRANSITION Pts+/Poss #,ALL TRANSITION Freq #,ALL TRANSITION Freq %,ALL TRANSITION Pts/Poss %,ALL TRANSITION Pts/Poss #,OFF STEALS Pts+/Poss %,OFF STEALS Pts+/Poss #,OFF STEALS Freq #,OFF STEALS Freq %,OFF STEALS Pts/Poss %,OFF STEALS Pts/Poss #,OFF LIVE REBOUNDS Pts+/Poss %,OFF LIVE REBOUNDS Pts+/Poss #,OFF LIVE REBOUNDS Freq #,OFF LIVE REBOUNDS Freq %,OFF LIVE REBOUNDS Pts/Poss %,OFF LIVE REBOUNDS Pts/Poss #
ATL,Offense: Play Context: Transition,10/29/23,@,MIL,W,127,110,+7.5,,,,,,,,,,,,,,,,,88,130.8,100,19.2,100,27.5%,95,184.0,58,1.9,54,69.2%,42,133.3,100,15.3,95,46.9%,97,206.7
ATL,Offense: Play Context: Transition,10/27/23,vs.,NYK,L,120,126,+1.5,,,,,,,,,,,,,,,,,49,115.4,32,0.3,78,18.3%,38,116.7,91,5.1,56,71.4%,91,220.0,3,-5.5,69,34.3%,11,63.6
ATL,Offense: Play Context: Transition,10/25/23,@,CHA,L,110,116,-4.0,,,,,,,,,,,,,,,,,22,106.8,79,6.0,86,19.4%,73,150.0,41,0.8,43,66.7%,37,125.0,86,5.2,84,40.0%,86,170.0
ATL,Defense: Shooting Frequency,03/18/24,@,LAL,L,105,136,+9.0,1,71.7%,43,34.6%,53,21.0%,72,6.2%,66,27.2%,15,13.6%,63,24.7%,38,38.3%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,03/17/24,@,LAC,W,110,93,+9.5,93,45.0%,82,25.6%,78,16.7%,22,11.5%,60,28.2%,18,12.8%,12,33.3%,7,46.2%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,03/15/24,@,UTA,L,122,124,-1.0,27,58.9%,94,19.4%,3,36.7%,61,7.1%,6,43.9%,60,8.2%,35,28.6%,46,36.7%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,03/13/24,@,POR,L,102,106,-4.0,61,53.1%,65,30.0%,19,27.8%,33,10.0%,19,37.8%,99,2.2%,27,30.0%,70,32.2%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,03/10/24,vs.,NOP,L,103,116,+7.0,5,66.7%,2,48.8%,83,15.5%,92,3.6%,94,19.0%,34,10.7%,81,21.4%,71,32.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,03/08/24,@,MEM,W,99,92,-3.5,86,47.9%,33,36.5%,27,25.9%,63,7.1%,37,32.9%,48,9.4%,83,21.2%,79,30.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,03/06/24,vs.,CLE,W,112,101,-3.0,78,50.0%,29,37.4%,92,13.2%,93,3.3%,98,16.5%,32,11.0%,8,35.2%,7,46.2%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,03/05/24,@,NYK,W,116,100,+1.0,90,46.5%,52,32.7%,86,14.9%,98,2.0%,97,16.8%,13,13.9%,5,36.6%,2,50.5%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,03/02/24,@,BKN,L,102,114,-1.0,44,55.9%,54,32.3%,42,22.6%,27,10.8%,34,33.3%,26,11.8%,75,22.6%,59,34.4%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,02/29/24,@,BKN,L,97,124,+1.5,9,64.3%,81,26.1%,76,17.0%,76,5.7%,86,22.7%,2,18.2%,14,33.0%,1,51.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,02/27/24,vs.,UTA,W,124,97,-1.5,96,43.1%,28,37.6%,72,17.8%,64,6.9%,78,24.8%,63,7.9%,30,29.7%,42,37.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,02/25/24,vs.,ORL,W,109,92,-2.0,76,50.6%,6,45.1%,99,8.8%,86,4.4%,100,13.2%,23,12.1%,30,29.7%,21,41.8%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,02/23/24,vs.,TOR,L,121,123,-7.5,38,56.9%,22,39.2%,82,15.7%,65,6.9%,86,22.5%,33,10.8%,43,27.5%,38,38.2%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,02/14/24,@,CHA,L,99,122,-7.0,26,59.2%,32,36.7%,78,16.7%,43,8.9%,74,25.6%,64,7.8%,27,30.0%,40,37.8%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,02/12/24,vs.,CHI,L,126,136,-5.0,12,63.2%,23,38.8%,24,26.5%,61,7.1%,33,33.7%,30,11.2%,97,16.3%,91,27.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,02/10/24,vs.,HOU,W,122,113,-7.5,70,51.5%,3,47.6%,99,7.6%,76,5.7%,100,13.3%,16,13.3%,54,25.7%,34,39.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,02/09/24,@,PHI,W,127,121,-3.5,75,51.0%,39,35.5%,70,18.2%,78,5.5%,83,23.6%,96,3.6%,4,37.3%,25,40.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,02/07/24,@,BOS,L,117,125,+11.5,16,61.8%,52,32.6%,95,11.6%,80,5.3%,97,16.8%,9,14.7%,6,35.8%,2,50.5%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,02/05/24,vs.,LAC,L,144,149,+4.0,2,69.3%,17,40.6%,91,13.5%,38,9.4%,85,22.9%,10,14.6%,78,21.9%,47,36.5%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,02/03/24,vs.,GSW,W,141,134,-2.0,68,51.8%,27,37.9%,96,11.2%,92,3.4%,99,14.7%,89,5.2%,1,42.2%,5,47.4%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,02/02/24,vs.,PHX,W,129,120,+3.5,18,61.4%,62,30.8%,54,20.9%,56,7.7%,58,28.6%,11,14.3%,50,26.4%,27,40.7%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/30/24,vs.,LAL,W,138,122,-5.5,16,61.9%,9,43.5%,74,17.4%,56,7.6%,77,25.0%,45,9.8%,79,21.7%,74,31.5%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/28/24,vs.,TOR,W,126,125,-6.5,49,55.1%,2,49.0%,77,17.0%,82,5.0%,88,22.0%,52,9.0%,87,20.0%,86,29.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/26/24,vs.,DAL,L,143,148,-2.0,1,72.0%,20,39.8%,70,18.3%,79,5.4%,82,23.7%,26,11.8%,62,24.7%,47,36.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/24/24,@,GSW,L,112,134,+6.5,4,67.9%,82,25.8%,8,32.3%,45,8.6%,11,40.9%,79,6.5%,47,26.9%,63,33.3%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/22/24,@,SAC,L,107,122,+8.5,62,52.7%,55,32.0%,27,26.0%,89,4.0%,51,30.0%,17,13.0%,59,25.0%,39,38.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/20/24,vs.,CLE,L,95,116,+2.0,19,61.0%,43,34.5%,99,8.0%,40,9.2%,97,17.2%,1,19.5%,35,28.7%,4,48.3%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/19/24,@,MIA,W,109,108,+7.0,57,53.7%,38,35.6%,52,21.1%,43,8.9%,51,30.0%,31,11.1%,71,23.3%,59,34.4%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/17/24,vs.,ORL,W,106,104,-4.5,78,50.0%,46,34.0%,55,20.6%,50,8.2%,57,28.9%,39,10.3%,47,26.8%,44,37.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/15/24,vs.,SAS,W,109,99,-8.5,92,45.8%,23,39.0%,71,18.0%,98,2.0%,92,20.0%,42,10.0%,22,31.0%,25,41.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/13/24,vs.,WAS,L,99,127,-8.0,27,59.0%,6,45.2%,56,20.4%,57,7.5%,62,28.0%,87,5.4%,81,21.5%,92,26.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/12/24,vs.,IND,L,108,126,-6.0,0,74.3%,1,51.2%,59,20.0%,71,6.2%,71,26.2%,54,8.8%,99,13.8%,98,22.5%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/10/24,vs.,PHI,W,139,132,-1.0,75,51.0%,20,39.6%,43,22.5%,61,7.2%,53,29.7%,80,6.3%,65,24.3%,79,30.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/07/24,@,ORL,L,110,117,-2.5,63,52.6%,79,26.7%,53,21.0%,12,13.3%,31,34.3%,29,11.4%,42,27.6%,34,39.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/05/24,@,IND,L,116,150,+2.5,1,73.5%,30,37.2%,61,19.8%,64,7.0%,68,26.7%,13,14.0%,78,22.1%,50,36.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,01/03/24,vs.,OKC,W,141,138,-1.0,8,64.8%,5,46.0%,85,15.0%,95,3.0%,96,18.0%,2,18.0%,94,18.0%,50,36.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/31/23,@,WAS,W,130,126,-6.5,51,54.6%,69,29.1%,78,16.5%,83,4.9%,89,21.4%,4,16.5%,13,33.0%,2,49.5%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/29/23,vs.,SAC,L,110,117,+1.5,16,61.9%,28,37.6%,94,11.8%,93,3.2%,99,15.1%,8,15.1%,16,32.3%,5,47.3%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/26/23,@,CHI,L,113,118,-2.5,78,50.0%,9,43.7%,44,22.3%,28,10.7%,36,33.0%,65,7.8%,98,15.5%,97,23.3%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/23/23,vs.,MEM,L,119,125,-1.5,36,57.2%,13,42.0%,46,22.0%,98,2.0%,81,24.0%,5,16.0%,94,18.0%,61,34.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/22/23,@,MIA,L,113,122,-1.0,40,56.4%,98,15.2%,6,33.7%,44,8.7%,8,42.4%,33,10.9%,19,31.5%,18,42.4%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/20/23,@,HOU,W,134,127,+2.5,29,58.4%,91,21.6%,11,30.9%,17,12.4%,7,43.3%,59,8.2%,47,26.8%,56,35.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/18/23,vs.,DET,W,130,124,-11.5,44,55.9%,1,50.0%,59,20.0%,53,8.0%,61,28.0%,62,8.0%,99,14.0%,99,22.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/16/23,@,CLE,L,119,127,+4.5,37,57.0%,9,43.8%,91,13.3%,84,4.8%,96,18.1%,37,10.5%,42,27.6%,38,38.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/15/23,@,TOR,W,125,104,+1.5,31,58.0%,63,30.5%,18,28.0%,73,6.1%,31,34.1%,32,11.0%,65,24.4%,54,35.4%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/13/23,@,TOR,L,128,135,+2.5,4,67.8%,48,33.3%,49,21.5%,45,8.6%,50,30.1%,13,14.0%,75,22.6%,47,36.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/11/23,vs.,DEN,L,122,129,+3.5,20,60.9%,26,38.0%,68,18.5%,19,12.0%,49,30.4%,45,9.8%,79,21.7%,74,31.5%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/08/23,@,PHI,L,114,125,+8.5,51,54.6%,68,29.3%,30,25.3%,7,15.2%,12,40.4%,82,6.1%,65,24.2%,80,30.3%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/06/23,vs.,BKN,L,113,114,-3.5,70,51.6%,31,37.0%,22,27.0%,42,9.0%,24,36.0%,32,11.0%,98,16.0%,92,27.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,12/02/23,@,MIL,L,121,132,+6.5,4,67.4%,27,37.9%,93,12.6%,8,14.7%,65,27.4%,57,8.4%,51,26.3%,58,34.7%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/30/23,@,SAS,W,137,135,-6.5,10,64.0%,20,39.6%,98,9.4%,60,7.3%,97,16.7%,10,14.6%,32,29.2%,13,43.8%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/28/23,@,CLE,L,105,128,+4.0,20,60.8%,6,45.4%,88,14.4%,94,3.1%,96,17.5%,30,11.3%,54,25.8%,44,37.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/26/23,@,BOS,L,103,113,+7.5,74,51.1%,73,28.4%,82,15.7%,27,10.8%,69,26.5%,10,14.7%,26,30.4%,9,45.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/25/23,@,WAS,W,136,108,-9.5,61,53.1%,93,20.9%,23,26.9%,95,3.0%,52,29.9%,15,13.4%,6,35.8%,3,49.3%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/22/23,vs.,BKN,W,147,145,-3.5,47,55.3%,4,46.7%,74,17.5%,66,6.7%,80,24.2%,20,12.5%,97,16.7%,85,29.2%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/21/23,vs.,IND,L,152,157,-3.5,1,73.9%,7,44.6%,98,9.9%,96,3.0%,100,12.9%,33,10.9%,18,31.7%,18,42.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/17/23,vs.,PHI,L,116,126,+1.5,41,56.2%,26,38.1%,55,20.6%,31,10.3%,46,30.9%,21,12.4%,92,18.6%,77,30.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/15/23,vs.,NYK,L,114,116,-1.5,37,57.0%,21,39.4%,58,20.2%,79,5.3%,75,25.5%,3,17.0%,93,18.1%,56,35.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/14/23,@,DET,W,126,120,-4.5,33,57.8%,15,41.2%,42,22.7%,72,6.2%,57,28.9%,49,9.3%,85,20.6%,82,29.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/11/23,vs.,MIA,L,109,117,-7.5,43,56.0%,42,34.8%,84,15.2%,56,7.6%,85,22.8%,24,12.0%,25,30.4%,18,42.4%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/09/23,@,ORL,W,120,119,-3.5,65,52.2%,4,46.5%,51,21.2%,82,5.1%,71,26.3%,95,4.0%,71,23.2%,91,27.3%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/06/23,@,OKC,L,117,126,+1.0,50,54.8%,31,37.0%,46,22.0%,74,6.0%,61,28.0%,24,12.0%,73,23.0%,57,35.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/04/23,@,NOP,W,123,105,+2.0,64,52.4%,68,29.3%,18,28.3%,56,7.6%,25,35.9%,7,15.2%,89,19.6%,57,34.8%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,11/01/23,vs.,WAS,W,130,121,-9.0,46,55.4%,12,42.5%,93,12.3%,57,7.5%,93,19.8%,16,13.2%,63,24.5%,41,37.7%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,10/30/23,vs.,MIN,W,127,113,+1.5,34,57.5%,36,35.9%,47,21.7%,68,6.5%,60,28.3%,33,10.9%,59,25.0%,51,35.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,10/29/23,@,MIL,W,127,110,+7.5,72,51.2%,56,31.8%,64,19.3%,97,2.3%,89,21.6%,20,12.5%,10,34.1%,6,46.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,10/27/23,vs.,NYK,L,120,126,+1.5,29,58.4%,48,33.7%,79,16.3%,81,5.1%,89,21.4%,5,16.3%,35,28.6%,10,44.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Frequency,10/25/23,@,CHA,L,110,116,-4.0,37,57.1%,45,34.0%,58,20.2%,58,7.4%,63,27.7%,13,13.8%,64,24.5%,37,38.3%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,03/18/24,@,LAL,L,105,136,+9.0,1,71.7%,10,80.8%,9,60.0%,27,50.0%,8,57.9%,18,54.5%,18,45.0%,10,48.4%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,03/17/24,@,LAC,W,110,93,+9.5,93,45.0%,14,78.6%,98,18.2%,82,22.2%,98,20.0%,45,40.0%,83,26.9%,78,30.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,03/15/24,@,UTA,L,122,124,-1.0,27,58.9%,5,84.6%,20,54.3%,62,33.3%,23,51.2%,20,50.0%,52,35.7%,42,38.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,03/13/24,@,POR,L,102,106,-4.0,61,53.1%,70,60.9%,14,57.1%,77,25.0%,30,48.3%,20,50.0%,59,33.3%,61,34.5%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,03/10/24,vs.,NOP,L,103,116,+7.0,5,66.7%,33,71.9%,40,46.2%,93,0.0%,68,37.5%,16,55.6%,7,50.0%,4,51.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,03/08/24,@,MEM,W,99,92,-3.5,86,47.9%,84,56.0%,86,29.4%,87,16.7%,95,26.1%,20,50.0%,53,35.3%,35,40.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,03/06/24,vs.,CLE,W,112,101,-3.0,78,50.0%,62,63.3%,11,58.3%,0,100.0%,1,66.7%,68,30.0%,93,21.9%,94,23.8%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,03/05/24,@,NYK,W,116,100,+1.0,90,46.5%,82,56.7%,76,33.3%,93,0.0%,90,29.4%,57,35.7%,74,29.7%,75,31.4%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,03/02/24,@,BKN,L,102,114,-1.0,44,55.9%,72,60.0%,69,36.8%,62,33.3%,75,35.7%,74,27.3%,2,57.1%,13,46.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,02/29/24,@,BKN,L,97,124,+1.5,9,64.3%,91,52.6%,58,40.0%,0,100.0%,14,55.0%,38,43.8%,6,51.7%,8,48.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,02/27/24,vs.,UTA,W,124,97,-1.5,96,43.1%,80,57.6%,95,22.2%,84,20.0%,98,21.7%,76,25.0%,73,30.0%,84,28.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,02/25/24,vs.,ORL,W,109,92,-2.0,76,50.6%,90,52.9%,66,37.5%,93,0.0%,95,25.0%,18,54.5%,70,30.8%,47,37.8%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,02/23/24,vs.,TOR,L,121,123,-7.5,38,56.9%,47,66.7%,66,37.5%,46,42.9%,63,39.1%,18,54.5%,65,32.1%,44,38.5%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,02/14/24,@,CHA,L,99,122,-7.0,26,59.2%,27,73.3%,96,21.4%,27,50.0%,85,31.8%,14,57.1%,32,40.7%,20,44.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,02/12/24,vs.,CHI,L,126,136,-5.0,12,63.2%,15,78.1%,58,40.0%,46,42.9%,58,40.6%,33,45.5%,7,50.0%,10,48.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,02/10/24,vs.,HOU,W,122,113,-7.5,70,51.5%,78,58.1%,66,37.5%,27,50.0%,48,42.9%,38,42.9%,86,25.9%,74,31.7%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,02/09/24,@,PHI,W,127,121,-3.5,75,51.0%,75,59.3%,51,42.1%,27,50.0%,45,44.0%,20,50.0%,68,31.7%,65,33.3%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,02/07/24,@,BOS,L,117,125,+11.5,16,61.8%,2,89.3%,70,36.4%,16,60.0%,46,43.8%,38,42.9%,75,29.4%,65,33.3%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,02/05/24,vs.,LAC,L,144,149,+4.0,2,69.3%,27,73.5%,92,25.0%,58,37.5%,89,30.0%,20,50.0%,0,65.0%,1,58.8%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,02/03/24,vs.,GSW,W,141,134,-2.0,68,51.8%,64,62.5%,76,33.3%,4,75.0%,46,43.8%,96,0.0%,56,34.7%,77,30.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,02/02/24,vs.,PHX,W,129,120,+3.5,18,61.4%,4,85.7%,26,50.0%,89,14.3%,63,39.1%,51,38.5%,44,37.5%,47,37.8%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/30/24,vs.,LAL,W,138,122,-5.5,16,61.9%,21,75.8%,38,46.7%,73,28.6%,56,40.9%,58,33.3%,18,45.0%,30,41.4%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/28/24,vs.,TOR,W,126,125,-6.5,49,55.1%,82,56.8%,82,31.2%,93,0.0%,97,23.8%,5,66.7%,18,45.0%,4,51.7%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/26/24,vs.,DAL,L,143,148,-2.0,1,72.0%,33,71.9%,26,50.0%,27,50.0%,23,50.0%,8,63.6%,5,52.2%,2,55.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/24/24,@,GSW,L,112,134,+6.5,4,67.9%,4,86.7%,15,56.7%,58,37.5%,18,52.6%,5,66.7%,12,48.0%,4,51.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/22/24,@,SAC,L,107,122,+8.5,62,52.7%,63,63.0%,26,50.0%,27,50.0%,23,50.0%,82,23.1%,51,36.0%,74,31.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/20/24,vs.,CLE,L,95,116,+2.0,19,61.0%,36,70.8%,14,57.1%,13,62.5%,6,60.0%,13,58.8%,89,24.0%,46,38.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/19/24,@,MIA,W,109,108,+7.0,57,53.7%,75,59.3%,26,50.0%,77,25.0%,53,41.7%,85,20.0%,14,47.6%,43,38.7%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/17/24,vs.,ORL,W,106,104,-4.5,78,50.0%,5,84.6%,91,26.3%,77,25.0%,95,25.9%,95,10.0%,51,36.0%,84,28.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/15/24,vs.,SAS,W,109,99,-8.5,92,45.8%,72,60.0%,73,35.3%,93,0.0%,80,33.3%,85,20.0%,77,29.0%,89,26.8%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/13/24,vs.,WAS,L,99,127,-8.0,27,59.0%,57,64.7%,86,29.4%,20,57.1%,68,37.5%,45,40.0%,7,50.0%,11,48.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/12/24,vs.,IND,L,108,126,-6.0,0,74.3%,21,75.7%,6,62.5%,51,40.0%,10,57.1%,14,57.1%,0,63.6%,0,61.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/10/24,vs.,PHI,W,139,132,-1.0,75,51.0%,72,60.0%,46,44.0%,89,14.3%,68,37.5%,38,42.9%,56,34.6%,53,36.4%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/07/24,@,ORL,L,110,117,-2.5,63,52.6%,36,70.8%,97,20.0%,57,38.5%,93,27.3%,13,58.3%,58,34.5%,30,41.5%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/05/24,@,IND,L,116,150,+2.5,1,73.5%,33,71.4%,1,75.0%,2,83.3%,0,77.3%,43,41.7%,5,52.6%,10,48.4%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,01/03/24,vs.,OKC,W,141,138,-1.0,8,64.8%,29,73.0%,97,20.0%,7,66.7%,93,27.8%,11,61.1%,38,38.9%,6,50.0%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,12/31/23,@,WAS,W,130,126,-6.5,51,54.6%,3,88.0%,58,40.0%,84,20.0%,77,35.0%,57,35.3%,75,29.4%,75,31.4%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,12/29/23,vs.,SAC,L,110,117,+1.5,16,61.9%,46,67.7%,2,70.0%,62,33.3%,4,61.5%,38,42.9%,48,36.7%,44,38.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,12/26/23,@,CHI,L,113,118,-2.5,78,50.0%,87,54.3%,26,50.0%,27,50.0%,23,50.0%,52,37.5%,87,25.0%,83,29.2%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,12/23/23,vs.,MEM,L,119,125,-1.5,36,57.2%,47,67.5%,26,50.0%,27,50.0%,23,50.0%,38,43.8%,91,23.5%,65,33.3%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,12/22/23,@,MIA,L,113,122,-1.0,40,56.4%,100,33.3%,19,54.8%,46,42.9%,18,52.6%,45,40.0%,19,44.8%,21,43.6%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,12/20/23,@,HOU,W,134,127,+2.5,29,58.4%,64,62.5%,25,51.7%,71,30.0%,37,46.2%,76,25.0%,4,53.8%,12,47.1%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,12/18/23,vs.,DET,W,130,124,-11.5,44,55.9%,79,57.8%,36,47.4%,27,50.0%,30,48.1%,52,37.5%,24,42.9%,33,40.9%,,,,,,,,,,,,,,,,,,,,
ATL,Defense: Shooting Accuracy,12/16/23,@,CLE,L,119,127,+4.5,37,57.0%,52,65.9%,87,28.6%,27,50.0%,80,33.3%,8,63.6%,82,27.6%,48,37.5%,,,,,,,,,,,,,,,,,,,,
